id,element,useCase,type,component
1,Admin:Invalid entered information,Add course,boundary,Invalidenteredinformation
2,Admin:Manage course page,Add course,boundary,Managecoursepage
3,Admin:home page,Add course,boundary,Managecoursepage
4,Process course information:Invalid entered information,Add course,boundary,Invalidenteredinformation
5,Manage course page:Process course information,Add course,boundary,Invalidenteredinformation
6,Manage course page:redirect to home page,Add course,boundary,Managecoursepage
7,Process course information:save course information into database,Add course,boundary,Invalidenteredinformation
8,save course information into database:course,Add course,boundary,Managecoursepage
9,redirect to home page:home page,Add course,boundary,Managecoursepage
10,stl#Admin:Invalid entered information,Add course,Stimulus,undefined
11,stl#Admin:Manage course page,Add course,Stimulus,undefined
12,stl#Admin:home page,Add course,Stimulus,undefined
