id,transaction,useCase,transaction_length, boundry_num, control_num, entity_num, actor_num
1,stl#User:Invalid input information->User:Invalid input information,Post an update,2,1,0,0,0
2,stl#User:update choice panel->User:update choice panel->update choice panel:show update panel->show update panel:update panel->update panel:show update panel->show update panel:update panel,Post an update,6,0,5,0,0
3,stl#User:update choice panel->User:update choice panel->update choice panel:show update panel->show update panel:update panel->update panel:validate update->validate update:Invalid input information,Post an update,6,1,4,0,0
4,stl#User:update choice panel->User:update choice panel->update choice panel:show update panel->show update panel:update panel->update panel:validate update->validate update:Invitation,Post an update,6,0,4,1,0
5,stl#User:update choice panel->User:update choice panel->update choice panel:show update panel->show update panel:update panel->update panel:validate update->validate update:create an update record->create an update record:Invitation,Post an update,7,0,5,1,0
6,stl#User:update choice panel->User:update choice panel->update choice panel:show update panel->show update panel:update panel->update panel:validate update->validate update:create an update record->create an update record:update,Post an update,7,0,6,0,0
7,stl#User:update choice panel->User:update choice panel->update choice panel:show update panel->show update panel:update panel->update panel:validate update->validate update:create an update record->create an update record:refresh social feed->refresh social feed:latest updates,Post an update,8,0,7,0,0
8,stl#User:update choice panel->User:update choice panel->update choice panel:show update panel->show update panel:update panel->update panel:validate update->validate update:create an update record->create an update record:refresh social feed->refresh social feed:update,Post an update,8,0,7,0,0
9,stl#User:update choice panel->User:update choice panel->update choice panel:show update panel->show update panel:update panel->update panel:validate update->validate update:latest updates,Post an update,6,0,5,0,0
10,stl#User:update panel->User:update panel->update panel:show update panel->show update panel:update panel->update panel:validate update->validate update:Invalid input information,Post an update,6,1,4,0,0
11,stl#User:update panel->User:update panel->update panel:show update panel->show update panel:update panel->update panel:validate update->validate update:Invitation,Post an update,6,0,4,1,0
12,stl#User:update panel->User:update panel->update panel:show update panel->show update panel:update panel->update panel:validate update->validate update:create an update record->create an update record:Invitation,Post an update,7,0,5,1,0
13,stl#User:update panel->User:update panel->update panel:show update panel->show update panel:update panel->update panel:validate update->validate update:create an update record->create an update record:update,Post an update,7,0,6,0,0
14,stl#User:update panel->User:update panel->update panel:show update panel->show update panel:update panel->update panel:validate update->validate update:create an update record->create an update record:refresh social feed->refresh social feed:latest updates,Post an update,8,0,7,0,0
15,stl#User:update panel->User:update panel->update panel:show update panel->show update panel:update panel->update panel:validate update->validate update:create an update record->create an update record:refresh social feed->refresh social feed:update,Post an update,8,0,7,0,0
16,stl#User:update panel->User:update panel->update panel:show update panel->show update panel:update panel->update panel:validate update->validate update:latest updates,Post an update,6,0,5,0,0
17,stl#User:update panel->User:update panel->update panel:show update panel->show update panel:update panel->update panel:show update panel,Post an update,5,0,4,0,0
18,stl#User:update panel->User:update panel->update panel:validate update->validate update:Invalid input information,Post an update,4,1,2,0,0
19,stl#User:update panel->User:update panel->update panel:validate update->validate update:Invitation,Post an update,4,0,2,1,0
20,stl#User:update panel->User:update panel->update panel:validate update->validate update:create an update record->create an update record:Invitation,Post an update,5,0,3,1,0
21,stl#User:update panel->User:update panel->update panel:validate update->validate update:create an update record->create an update record:update,Post an update,5,0,4,0,0
22,stl#User:update panel->User:update panel->update panel:validate update->validate update:create an update record->create an update record:refresh social feed->refresh social feed:latest updates,Post an update,6,0,5,0,0
23,stl#User:update panel->User:update panel->update panel:validate update->validate update:create an update record->create an update record:refresh social feed->refresh social feed:update,Post an update,6,0,5,0,0
24,stl#User:update panel->User:update panel->update panel:validate update->validate update:latest updates,Post an update,4,0,3,0,0
25,stl#User:latest updates->User:latest updates,Post an update,2,0,1,0,0
