id,path,transactional,path_length,diagram,useCase
1,Actor->Show Empty Result Page->Event Collection->Search Result Page,TRAN_NA,4,Use Case Model,Search by event
2,Actor->Show Empty Result Page->Event Collection->Pop up daabase Error Message->Perform Default Search->Search Event Homepage,TRAN_NA,6,Use Case Model,Search by event
3,Actor->Search Result Page->Search API->Valid Input Text->Perform Default Search->Search Event Homepage,CTRL,6,Use Case Model,Search by event
4,Actor->Search Result Page->Search API->Valid Input Text->Perform Default Search->Search Event Homepage,INT,6,Use Case Model,Search by event
5,Actor->Search Result Page->Search API->Event Collection->Pop up daabase Error Message->Perform Default Search->Search Event Homepage,CTRL,7,Use Case Model,Search by event
6,Actor->Search Result Page->Search API->Event Collection->Pop up daabase Error Message->Perform Default Search->Search Event Homepage,DM,7,Use Case Model,Search by event
7,Actor->Search Result Page->Search API->Event Collection->Pop up daabase Error Message->Perform Default Search->Search Event Homepage,EQ,7,Use Case Model,Search by event
8,Actor->Search Result Page->Search API->Event Collection->Pop up daabase Error Message->Perform Default Search->Search Event Homepage,INT,7,Use Case Model,Search by event
9,Actor->Search Result Page->Search API->Pop up Server Error Message->Search Event Homepage,CTRL,5,Use Case Model,Search by event
10,Actor->Search Result Page->Search API->Pop up Server Error Message->Search Event Homepage,INT,5,Use Case Model,Search by event
