NUM,UC,Tran_Num,Activity_Num,Actor_Num,Component_num,Boundary_Num,Control_Num,Entity_Num,EI,EQ,INT,DM,CTRL,EXTIVK,EXTCLL,TRAN_NA,NT,Avg_TL,Avg_TD, Avg_TC, Avg_DETs, Arch_Diff,EI,EO,EQ,FN,NI,NE,EXT,ERY,RED,WRT,SWTI,SWTII,SWTIII
1,Create from template,6,15,0,11,3,8,0,0,0,1,0,4,0,1,2,4,6,4.444444444444445,4.5,1,26.666666666666668,0,0,23,6,6,6,6,6,6,6,6.0888,13.3402,10.633799999999999
2,Delete sphere,7,14,0,11,4,5,2,1,0,1,1,2,0,2,5,2,19.5,2.09375,16,1.5,40.828125,0,0,25,7,7,7,7,7,7,7,7.1036,14.3692,10.7991
3,Edit nodes in table,8,19,0,14,10,4,0,0,0,3,0,3,0,3,5,3,10.333333333333334,2.1739130434782608,7.666666666666667,1.3333333333333333,22.463768115942027,0,0,28,8,8,8,8,8,8,8,8.1184,11.669699999999999,10.3224
4,Edit sphere properties,9,17,0,13,9,2,2,0,0,2,0,2,0,2,7,2,23,3.72972972972973,18.5,2.5,85.78378378378379,0,0,31,9,9,9,9,9,9,9,9.133199999999999,26.5703,16.8742
5,Open existing shpere,7,15,0,11,7,3,1,0,0,1,0,2,0,1,5,2,15,2.5652173913043477,11.5,0.5,38.47826086956522,0,0,27,7,7,7,7,7,7,7,7.1036,11.596599999999999,9.9061
6,Save as template,5,11,0,8,3,5,0,0,0,2,0,3,0,2,2,3,7.333333333333333,2.588235294117647,5.666666666666667,1.3333333333333333,18.980392156862745,0,0,16,5,5,5,5,5,5,5,5.074,7.243399999999999,5.929
7,Set sphere title,5,11,0,8,1,6,1,1,0,0,1,3,0,1,2,3,7.333333333333333,3.3529411764705883,5.666666666666667,1.3333333333333333,24.588235294117645,0,0,18,5,5,5,5,5,5,5,5.074,9.2827,6.023999999999999
8,Toggle 2d/3d viz,9,18,0,13,9,3,1,0,0,1,0,3,0,1,6,3,14,6.484848484848484,11,0.6666666666666666,90.78787878787878,0,0,34,9,9,9,9,9,9,9,9.133199999999999,39.288500000000006,25.788700000000002
9,View 3D Viz,5,11,0,8,3,4,1,0,0,0,0,1,0,0,4,1,22,1.6470588235294117,17,4,36.23529411764706,0,0,18,5,5,5,5,5,5,5,5.074,7.243399999999999,5.929
10,add categories,5,11,0,8,1,6,1,1,0,0,1,3,0,1,2,3,7.333333333333333,1.6470588235294117,5.666666666666667,3.3333333333333335,12.07843137254902,0,0,22,5,5,5,5,5,5,5,5.074,7.2434,5.928999999999999
11,add node labels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,add questions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,assign permissions,10,17,0,14,1,7,6,1,0,0,1,1,0,1,9,1,52,4.976190476190476,42,22,258.76190476190476,0,0,47,10,10,10,10,10,10,10,10.147999999999998,39.991,21.6875
14,overlay data,6,14,0,11,5,3,3,0,0,1,0,1,0,1,5,1,30,2.9166666666666665,24,12,87.5,0,0,25,6,6,6,6,6,6,6,6.0888,12.1926,8.7868
15,prompt other users,12,20,0,16,4,11,1,0,0,1,0,5,0,1,7,5,15.2,3.859375,12.8,6.2,58.662499999999994,0,0,55,12,12,12,12,12,12,12,12.177599999999996,44.7932,27.9661
16,register in system,13,20,0,15,1,12,2,2,0,0,2,8,0,2,5,8,8.25,3.3962264150943398,6.625,3.125,28.0188679245283,0,0,59,13,13,13,13,13,13,13,13.192399999999996,29.7487,19.680900000000005
17,reset passowrd,10,23,0,18,5,12,1,0,0,0,0,4,0,0,6,4,16,4.2407407407407405,13.5,4,67.85185185185185,0,0,42,10,10,10,10,10,10,10,10.147999999999998,33.73969999999999,21.6875
18,search spheres,6,14,0,11,8,2,1,0,0,2,0,2,0,2,4,2,12,2.8333333333333335,9,2,34,0,0,22,6,6,6,6,6,6,6,6.0888,10.2925,8.834299999999999
19,share sphere,7,16,0,12,4,8,0,0,0,0,0,2,0,0,5,2,15,3.5652173913043477,11.5,6.5,53.47826086956522,0,0,32,7,7,7,7,7,7,7,7.1036,15.14,11.644599999999999
20,taggle data sets,6,14,0,11,1,6,4,0,0,0,0,1,0,0,5,1,30,2.3333333333333335,24,9,70,0,0,25,6,6,6,6,6,6,6,6.0888,10.522599999999999,8.7868
21,update display name,8,17,0,13,3,8,2,1,0,2,1,4,0,3,4,4,8.75,3.037037037037037,6.75,2.25,26.574074074074076,0,0,28,8,8,8,8,8,8,8,8.1184,14.3781,11.9659
22,view 2D chat,8,19,0,14,3,10,1,1,0,2,1,6,0,3,2,6,4.666666666666667,2.8,3.3333333333333335,0.8333333333333334,13.066666666666666,0,0,27,8,8,8,8,8,8,8,8.1184,10.7705,9.5244
23,view data averages,7,16,0,12,1,6,5,1,0,0,1,2,0,1,5,2,16,4.52,12.5,3.5,72.32,0,0,24,7,7,7,7,7,7,7,7.1036,21.337099999999996,14.4456
