id,element,attributeNum,operationNum,diagram
1,Access list,0,0,Domain Objects
2,Switch,0,0,Domain Objects
3,Room,0,0,Domain Objects
4,Admin,0,0,Domain Objects
5,Floor,0,0,Domain Objects
6,User,0,0,Domain Objects
7,Gateway,0,0,Domain Objects
