id,element,useCase,type,component
1,User:View volunteer schedule  Page,View Volunteer Schedule,boundary,Volunteer
2,User:Homepage,View Volunteer Schedule,boundary,Homepage
3,Choose one of  volunteer schedule:Show confirmation page,View Volunteer Schedule,control,Checkallrequiredinformation
4,View volunteer schedule  Page:Choose one of  volunteer schedule,View Volunteer Schedule,boundary,Volunteer
5,Show confirmation page:Homepage,View Volunteer Schedule,boundary,Homepage
6,Show confirmation page:View volunteer schedule  Page,View Volunteer Schedule,boundary,Volunteer
7,stl#User:View volunteer schedule  Page,View Volunteer Schedule,Stimulus,undefined
8,stl#User:Homepage,View Volunteer Schedule,Stimulus,undefined
