id,element,attributeNum,operationNum,diagram
1,Meeting Minute Comment,0,0,Domain Objects
2,Status Notification,0,0,Domain Objects
3,Project,0,0,Domain Objects
4,Meeting Log,0,0,Domain Objects
5,Meeting Minute,0,0,Domain Objects
6,Meeting,0,0,Domain Objects
