id,path,transactional,path_length,diagram,useCase
1,User->document view button->validate login information->load documents->document,CTRL,5,Secure File Management View Process,Secure File Management View Process
2,User->document view button->validate login information->load documents->document,DM,5,Secure File Management View Process,Secure File Management View Process
3,User->document view button->validate login information->load documents->document,EI,5,Secure File Management View Process,Secure File Management View Process
4,User->document view button->validate login information->load documents->document view page,CTRL,5,Secure File Management View Process,Secure File Management View Process
5,User->document view button->validate login information->load documents->document view page,INT,5,Secure File Management View Process,Secure File Management View Process
6,User->document view button->validate login information->login,CTRL,4,Secure File Management View Process,Secure File Management View Process
7,User->document view button->validate login information->login,DM,4,Secure File Management View Process,Secure File Management View Process
8,User->document view button->validate login information->login,EI,4,Secure File Management View Process,Secure File Management View Process
9,User->document view page->query document->document,CTRL,4,Secure File Management View Process,Secure File Management View Process
10,User->document view page->query document->document,DM,4,Secure File Management View Process,Secure File Management View Process
11,User->document view page->query document->document,EI,4,Secure File Management View Process,Secure File Management View Process
12,User->document view page->query document->Display error message->viewing document error message,CTRL,5,Secure File Management View Process,Secure File Management View Process
13,User->document view page->query document->Display error message->viewing document error message,INT,5,Secure File Management View Process,Secure File Management View Process
14,User->document view page->query document->document detail page,CTRL,4,Secure File Management View Process,Secure File Management View Process
15,User->document view page->query document->document detail page,INT,4,Secure File Management View Process,Secure File Management View Process
