id,path,functional,transactional,path_length, boundry_num, control_num, entity_num, actor_num, diagram,useCase
1,User->Click user suspend button->Prompt confirm dialog->Confirm Dialog,EQ,CTRL|INT,4,undefined,1,0,1,Suspend User - Confirm,Suspend User - Confirm
2,User->Confirm Dialog->Suspend User->User List,EQ,CTRL|INT,4,undefined,1,0,1,Suspend User - Confirm,Suspend User - Confirm
3,User->Confirm Dialog->Suspend User->User,EI,CTRL|DM|EI,4,undefined,1,1,1,Suspend User - Confirm,Suspend User - Confirm
