id, function, functional, DET, FTR, boundaries, controls, entities, typeStr
39,customer:reply input panel-->reply input panel:save replied message-->save replied message:message,EO,2,3,2,1,0,control->boundary->boundary
40,customer:unread message-->unread message:display comment input panel-->display comment input panel:reply input panel-->reply input panel:save replied message-->save replied message:message,EQ,4,5,3,2,0,boundary->control->control->boundary->boundary
41,customer:unread message-->unread message:display comment input panel-->display comment input panel:message,EQ,2,3,2,1,0,boundary->control->boundary
42,customer:comment and concerns panel-->comment and concerns panel:save comments/concerns-->save comments/concerns:successful communication message,EQ,0,3,3,0,0,boundary->boundary->boundary
43,customer:comment and concerns panel-->comment and concerns panel:save comments/concerns-->save comments/concerns:message,EQ,1,3,3,0,0,boundary->boundary->boundary
44,customer:exceeded limit error message,EQ,0,1,1,0,0,boundary
45,customer:successful communication message,EQ,0,1,1,0,0,boundary
46,customer:chat button-->chat button:display chat panel-->display chat panel:comment and concerns panel-->comment and concerns panel:save comments/concerns-->save comments/concerns:successful communication message,EQ,2,5,4,1,0,boundary->control->boundary->boundary->boundary
47,customer:chat button-->chat button:display chat panel-->display chat panel:comment and concerns panel-->comment and concerns panel:save comments/concerns-->save comments/concerns:message,EQ,3,5,4,1,0,boundary->control->boundary->boundary->boundary
48,florist:Order page-->Order page:update order status information-->update order status information:update successful page,EO,1,3,1,1,1,entity->control->boundary
49,florist:Order page-->Order page:update order status information-->update order status information:order,EI,2,3,0,1,2,entity->control->entity
50,florist:update successful page,EQ,0,1,1,0,0,boundary
51,customer:too short review error message,EQ,1,1,1,0,0,boundary
52,customer:review button-->review button:display review penal-->display review penal:review panel-->review panel:pre-check if length of review is legal-->pre-check if length of review is legal:too short review error message,EO,2,5,1,1,3,entity->entity->entity->control->boundary
53,customer:review button-->review button:display review penal-->display review penal:review panel-->review panel:pre-check if length of review is legal-->pre-check if length of review is legal:store review and rating information-->store review and rating information:review,EI,2,6,0,2,4,entity->entity->entity->control->control->entity
54,customer:review panel-->review panel:pre-check if length of review is legal-->pre-check if length of review is legal:too short review error message,EO,2,3,1,1,1,entity->control->boundary
55,customer:review panel-->review panel:pre-check if length of review is legal-->pre-check if length of review is legal:store review and rating information-->store review and rating information:review,EI,2,4,0,2,2,entity->control->control->entity
56,User:No product error message,EQ,1,1,1,0,0,boundary
57,User:product page,EQ,0,1,0,1,0,control
58,User:product search page-->product search page:query product by criteria-->query product by criteria:product page,EQ,0,3,0,3,0,control->control->control
59,User:product search page-->product search page:query product by criteria-->query product by criteria:product,EQ,0,3,0,3,0,control->control->control
60,User:product search page-->product search page:query product by criteria-->query product by criteria:No product error message,EO,1,3,1,2,0,control->control->boundary
61,user:Track order button-->Track order button:retrieve order status-->retrieve order status:order status,EQ,2,3,3,0,0,boundary->boundary->boundary
62,user:Track order button-->Track order button:retrieve order status-->retrieve order status:order,EQ,1,3,3,0,0,boundary->boundary->boundary
63,user:Track order button-->Track order button:retrieve order status-->retrieve order status:no order history page,EQ,1,3,3,0,0,boundary->boundary->boundary
64,user:order status,EQ,0,1,1,0,0,boundary
65,user:no order history page,EQ,0,1,1,0,0,boundary
66,florist:Upload page-->Upload page:pre-check if required information valid-->pre-check if required information valid:save uploaded information to db-->save uploaded information to db:category,EI,0,4,1,3,0,boundary->control->control->control
67,florist:Upload page-->Upload page:pre-check if required information valid-->pre-check if required information valid:information is invalid,EI,1,3,1,2,0,boundary->control->control
68,florist:Upload page-->Upload page:pre-check if required information valid-->pre-check if required information valid:exceeded limit error message,EQ,0,3,2,1,0,boundary->control->boundary
69,florist:Order history button-->Order history button:retrieve order history for a florist-->retrieve order history for a florist:order history list,EQ,2,3,3,0,0,boundary->boundary->boundary
70,florist:Order history button-->Order history button:retrieve order history for a florist-->retrieve order history for a florist:order,EQ,1,3,3,0,0,boundary->boundary->boundary
71,florist:Order history button-->Order history button:retrieve order history for a florist-->retrieve order history for a florist:no order history page,EQ,2,3,3,0,0,boundary->boundary->boundary
72,florist:no order history page,EQ,0,1,1,0,0,boundary
73,florist:order history list,EQ,0,1,1,0,0,boundary
74,User:order history list,EQ,0,1,1,0,0,boundary
75,User:no order history page,EQ,0,1,1,0,0,boundary
76,User:Order history button-->Order history button:retrieve order history-->retrieve order history:order history list,EQ,1,3,3,0,0,boundary->boundary->boundary
77,User:Order history button-->Order history button:retrieve order history-->retrieve order history:order,EQ,1,3,3,0,0,boundary->boundary->boundary
78,User:Order history button-->Order history button:retrieve order history-->retrieve order history:no order history page,EQ,2,3,3,0,0,boundary->boundary->boundary
