id, function, functional, DET, FTR, boundaries, controls, entities, typeStr
1,User:add to cart button-->add to cart button:check db if available-->check db if available:not available error message,EQ,0,3,3,0,0,boundary->boundary->boundary
2,User:add to cart button-->add to cart button:check db if available-->check db if available:product,EI,1,3,2,0,1,boundary->boundary->entity
3,User:add to cart button-->add to cart button:check db if available-->check db if available:add to cart-->add to cart:cart,EQ,2,4,4,0,0,boundary->boundary->boundary->boundary
4,User:not available error message,EQ,0,1,1,0,0,boundary
5,User:Create Profile Page-->Create Profile Page:pre-check if input is empty-->pre-check if input is empty:successful information for creation,EI,0,3,1,1,1,boundary->control->entity
6,User:Create Profile Page-->Create Profile Page:pre-check if input is empty-->pre-check if input is empty:send information in db-->send information in db:user info,EI,0,4,1,1,2,boundary->control->entity->entity
7,User:Create Profile Page-->Create Profile Page:pre-check if input is empty-->pre-check if input is empty:existing profile error message,EQ,0,3,2,1,0,boundary->control->boundary
8,User:Create Profile Page-->Create Profile Page:pre-check if input is empty-->pre-check if input is empty:error message for empty input,EQ,0,3,2,1,0,boundary->control->boundary
9,User:existing profile error message,EQ,1,1,1,0,0,boundary
10,User:successful information for creation,EQ,0,1,0,0,1,entity
11,User:error message for empty input,EQ,0,1,1,0,0,boundary
12,User:invalid input error message,EQ,0,1,1,0,0,boundary
13,User:login page-->login page:pre-check if input is empty-->pre-check if input is empty:query authentication info-->query authentication info:user info,EI,0,4,1,1,2,boundary->control->entity->entity
14,User:login page-->login page:pre-check if input is empty-->pre-check if input is empty:invalid input error message,EQ,0,3,2,1,0,boundary->control->boundary
15,User:login page-->login page:pre-check if input is empty-->pre-check if input is empty:error message for empty input,EQ,0,3,2,1,0,boundary->control->boundary
16,User:logout button-->logout button:clear session-->clear session:query authentication info-->query authentication info:Session,EI,2,4,1,3,0,boundary->control->control->control
17,User:logout button-->logout button:clear session-->clear session:invalid input error message,EQ,1,3,2,1,0,boundary->control->boundary
18,User:logout button-->logout button:clear session-->clear session:error message for empty input,EQ,1,3,2,1,0,boundary->control->boundary
19,User:logout button-->logout button:clear session-->clear session:Session,EI,2,3,1,2,0,boundary->control->control
20,florist:information is invalid,EQ,0,1,0,1,0,control
21,florist:catalog manage page-->catalog manage page:pre-check if required information valid-->pre-check if required information valid:save uploaded information to db-->save uploaded information to db:category,EI,0,4,1,3,0,boundary->control->control->control
22,florist:catalog manage page-->catalog manage page:pre-check if required information valid-->pre-check if required information valid:information is invalid,EI,1,3,1,2,0,boundary->control->control
23,florist:catalog manage page-->catalog manage page:pre-check if required information valid-->pre-check if required information valid:exceeded limit error message,EQ,0,3,2,1,0,boundary->control->boundary
24,florist:exceeded limit error message,EQ,0,1,1,0,0,boundary
25,User:invalid information error message,EQ,0,1,1,0,0,boundary
26,User:profile edit page-->profile edit page:pre-check required fields-->pre-check required fields:update profile entry-->update profile entry:user info,EI,1,4,1,2,1,boundary->control->control->entity
27,User:profile edit page-->profile edit page:pre-check required fields-->pre-check required fields:update profile entry-->update profile entry:successful change message,EQ,0,4,2,2,0,boundary->control->control->boundary
28,User:profile edit page-->profile edit page:pre-check required fields-->pre-check required fields:invalid information error message,EQ,0,3,2,1,0,boundary->control->boundary
29,User:successful change message,EQ,0,1,1,0,0,boundary
30,User:Edit profile button-->Edit profile button:display profile edit page,EQ,1,2,2,0,0,boundary->boundary
31,thirdpart payment system:approve transaction and display successful message-->approve transaction and display successful message:payment successful message-->payment successful message:redirect to payment page-->redirect to payment page:missing information for payment message,EI,3,4,1,3,0,boundary->control->control->control
32,thirdpart payment system:send error message for invalid payment information-->send error message for invalid payment information:invalid payment inforrmation-->invalid payment inforrmation:redirect to payment page-->redirect to payment page:missing information for payment message,EI,2,4,1,3,0,boundary->control->control->control
33,User:missing information for payment message,EQ,1,1,0,1,0,control
34,User:payment information page-->payment information page:pre-check if required information is empty-->pre-check if required information is empty:verify payment information-->verify payment information:thirdpart payment system,EQ,2,4,0,4,0,control->control->control->control
35,User:payment information page-->payment information page:pre-check if required information is empty-->pre-check if required information is empty:missing information for payment message,EQ,2,3,0,3,0,control->control->control
36,customer:dashboard page-->dashboard page:display unread message-->display unread message:unread message-->unread message:display comment input panel-->display comment input panel:reply input panel-->reply input panel:save replied message-->save replied message:message,EQ,4,7,5,2,0,boundary->boundary->boundary->control->control->boundary->boundary
37,customer:dashboard page-->dashboard page:display unread message-->display unread message:unread message-->unread message:display comment input panel-->display comment input panel:message,EQ,2,5,4,1,0,boundary->boundary->boundary->control->boundary
38,customer:dashboard page-->dashboard page:display unread message-->display unread message:message,EQ,0,3,3,0,0,boundary->boundary->boundary
