NUM,UC,Tran_Num,Activity_Num,Actor_Num,Component_num,Boundary_Num,Control_Num,Entity_Num,EI,EQ,INT,DM,CTRL,EXTIVK,EXTCLL,TRAN_NA,NT,Avg_TL,Avg_TD, Avg_TC, Avg_DETs, Arch_Diff,EI,EO,EQ,FN,NI,NE,EXT,ERY,RED,WRT,SWTI,SWTII,SWTIII
1,Create goal,19,27,0,4,3,1,0,0,0,3,0,3,0,3,16,3,34.666666666666664,7.647058823529412,28.333333333333332,6.666666666666667,265.09803921568624,0,0,76,19,19,19,24.419999999999995,49.580000000000005,0,0,19.2812,99.3096,56.59320000000002
2,Invite sponsor,50,34,1,5,2,1,1,1,0,3,1,4,0,4,46,4,82.75,8.373665480427047,70.25,18.25,692.920818505338,20,0,180,50,50,45,47.51999999999998,106.48000000000006,65.66000000000001,42.33999999999999,50.74000000000003,336.4254999999998,197.55300000000005
3,Login,33,47,1,9,4,3,1,0,0,3,0,7,1,3,26,7,25.571428571428573,6.397260273972603,20.857142857142858,7.428571428571429,163.587084148728,8,0,123,33,33,31,26.72999999999999,58.27000000000004,8.040000000000001,3.9600000000000004,33.48840000000001,150.5445999999999,101.75139999999995
4,Login via facebook,15,19,0,7,4,1,2,0,0,2,0,2,0,2,13,2,41.5,4.0588235294117645,34,12.5,168.44117647058823,12,0,48,15,15,12,14.520000000000001,38.480000000000004,2.0100000000000002,3.99,15.221999999999994,48.842699999999994,28.353500000000004
5,Register,14,21,1,5,2,1,1,0,0,3,0,3,0,3,11,3,22.666666666666668,5.62962962962963,18,2.3333333333333335,127.60493827160495,0,15,44,14,11,14,16.580000000000002,17.42,2.68,1.32,14.207199999999995,53.394600000000004,31.8062
6,achieve goal,11,18,1,4,2,1,0,0,0,2,0,2,0,2,9,2,30.5,6.32,25,3,192.76000000000002,0,25,24,11,6,11,22.599999999999994,13.4,1.34,0.66,11.162799999999997,53.447700000000005,33.5548
7,choose charity organization,28,24,1,5,3,0,1,0,0,1,0,1,0,1,27,1,171,11.020979020979022,143,35,1884.5874125874127,20,0,92,28,28,23,37.61999999999999,95.37999999999998,3.35,6.65,28.414400000000008,181.91969999999998,106.28239999999997
8,delete goal,5,11,0,3,1,1,1,2,0,2,2,4,0,4,1,4,4.25,2.6666666666666665,3,0.75,11.333333333333332,4,10,8,5,3,4,3.33,0.67,0.67,1.33,5.074,5.5733999999999995,5.929
9,monitor payment,13,25,0,7,4,1,2,2,0,2,2,4,0,4,9,4,17.75,5.448275862068965,14.5,8,96.70689655172413,12,0,36,13,13,10,5.94,15.06,14.74,13.260000000000002,13.192399999999996,57.5408,34.7729
10,respond to a sponsorship request,41,41,1,10,5,2,2,1,0,2,1,3,0,3,38,3,96.66666666666667,5.899598393574297,83,23.666666666666668,570.2945113788487,28,15,122,41,38,34,33.029999999999994,68.97000000000003,48.56,32.44,41.60680000000002,218.4620999999999,125.53729999999996
11,track goal,5,11,0,1,0,0,1,2,0,0,2,2,0,2,3,2,8.5,8,6,0,68,0,0,20,5,5,5,0,0,8.040000000000001,3.96,5.074,17.1048,11.062999999999999
12,update weight,24,23,0,6,3,1,2,0,0,3,0,3,0,3,21,3,43,8.60952380952381,35,10.333333333333334,370.2095238095238,24,59,23,24,12,18,12.99,2.0100000000000002,49.050000000000004,31.95,24.355200000000004,138.77800000000002,78.31970000000001
