id, element_name, attribute_num,operation_num
EAID_2AEDCDB4_F3BE_4760_ACF2_3AE6950DE3E2,Domain Model,0,0,0
EAID_A6317C34_E6C8_4b52_95A6_01D804B8CF0E,Domain Objects,0,0,7
