id,element,useCase,type,outboundDegree,inboundDegree
1,User:Map view,Update Database,0,undefined,undefined
2,Update the Database with all values:Achivements,Update Database,0,undefined,undefined
3,Update the Database with all values:Battle,Update Database,0,undefined,undefined
4,Map view:Update the Database with all values,Update Database,0,undefined,undefined
5,Update the Database with all values:User Master,Update Database,0,undefined,undefined
6,stl#User:Map view,Update Database,0,undefined,undefined
