id,element,useCase,type,outboundDegree,inboundDegree
1,Actor1:b2,Experiment Use Case,0,undefined,undefined
2,Actor1:b1,Experiment Use Case,0,undefined,undefined
3,Actor2:b2,Experiment Use Case,0,undefined,undefined
4,b1:c1,Experiment Use Case,0,undefined,undefined
5,e2:b1,Experiment Use Case,0,undefined,undefined
6,b2:b1,Experiment Use Case,0,undefined,undefined
7,c1:b2,Experiment Use Case,0,undefined,undefined
8,e2:b2,Experiment Use Case,0,undefined,undefined
9,c1:e1,Experiment Use Case,0,undefined,undefined
10,c2:e2,Experiment Use Case,0,undefined,undefined
11,e1:c2,Experiment Use Case,0,undefined,undefined
12,e3:c2,Experiment Use Case,0,undefined,undefined
13,c3:e2,Experiment Use Case,0,undefined,undefined
14,stl#Actor1:b2,Experiment Use Case,0,undefined,undefined
15,stl#Actor1:b1,Experiment Use Case,0,undefined,undefined
16,stl#Actor2:b2,Experiment Use Case,0,undefined,undefined
