id,transaction,useCase,transactional,TL, DETs, TD, TC, Arch_Diff
1,stl#Visitor:project page->Visitor:project page,Add pictures to Gallery of art works,CTRL;EXTCLL;INT,2,0,6,1,12
2,stl#Visitor:Gallery button->Visitor:Gallery button->Gallery button:REad gallery from plugin->REad gallery from plugin:display a new page of gallery artwork->display a new page of gallery artwork:Gallery->Gallery:validate the link of image->validate the link of image:project page,Add pictures to Gallery of art works,CTRL;EXTCLL;INT,7,2,5.333333333333333,6,37.33333333333333
3,stl#Visitor:Gallery button->Visitor:Gallery button->Gallery button:REad gallery from plugin->REad gallery from plugin:display a new page of gallery artwork->display a new page of gallery artwork:Gallery->Gallery:validate the link of image->validate the link of image:Gallery Database,Add pictures to Gallery of art works,CTRL,7,2,5.333333333333333,6,37.33333333333333
4,stl#Visitor:Gallery button->Visitor:Gallery button->Gallery button:REad gallery from plugin->REad gallery from plugin:display a new page of gallery artwork->display a new page of gallery artwork:Gallery->Gallery:validate the link of image->validate the link of image:400 or 500 error page,Add pictures to Gallery of art works,CTRL;EXTCLL;INT,7,1,5.333333333333333,6,37.33333333333333
5,stl#Visitor:Gallery button->Visitor:Gallery button->Gallery button:REad gallery from plugin->REad gallery from plugin:404 or 500 error page,Add pictures to Gallery of art works,CTRL;EXTCLL;INT,4,2,6,3,24
6,stl#Visitor:Gallery->Visitor:Gallery->Gallery:validate the link of image->validate the link of image:project page,Add pictures to Gallery of art works,CTRL;EXTCLL;INT,4,1,4.666666666666667,3,18.666666666666668
7,stl#Visitor:Gallery->Visitor:Gallery->Gallery:validate the link of image->validate the link of image:Gallery Database,Add pictures to Gallery of art works,CTRL,4,1,4.666666666666667,3,18.666666666666668
8,stl#Visitor:Gallery->Visitor:Gallery->Gallery:validate the link of image->validate the link of image:400 or 500 error page,Add pictures to Gallery of art works,CTRL;EXTCLL;INT,4,0,4.666666666666667,3,18.666666666666668
9,stl#Visitor:404 or 500 error page->Visitor:404 or 500 error page,Add pictures to Gallery of art works,CTRL;EXTCLL;INT,2,0,6,1,12
10,stl#Visitor:400 or 500 error page->Visitor:400 or 500 error page,Add pictures to Gallery of art works,CTRL;EXTCLL;INT,2,0,6,1,12
