id,element,useCase,type,outboundDegree,inboundDegree
1,Ad server:Coupon Retrieve Page,Receive Coupon - iOS,0,undefined,undefined
2,Employee:check internet,Receive Coupon - iOS,0,undefined,undefined
3,Employee:Coupon Notification Popup Window,Receive Coupon - iOS,0,undefined,undefined
4,Employee:Check GPS,Receive Coupon - iOS,0,undefined,undefined
5,Coupon Notification Popup Window:Cancel,Receive Coupon - iOS,0,undefined,undefined
6,Check GPS:GPS not work page,Receive Coupon - iOS,0,undefined,undefined
7,Check GPS:Geo fence,Receive Coupon - iOS,0,undefined,undefined
8,Coupon Notification Popup Window:Redeem,Receive Coupon - iOS,0,undefined,undefined
9,Coupon Notification Popup Window:Save it later,Receive Coupon - iOS,0,undefined,undefined
10,Geo fence:Coupon Notification Popup Window,Receive Coupon - iOS,0,undefined,undefined
11,check internet:Coupon Notification Popup Window,Receive Coupon - iOS,0,undefined,undefined
12,Retrieve specific partner's coupon information:Coupon Notification Popup Window,Receive Coupon - iOS,0,undefined,undefined
13,Coupon Retrieve Page:Retrieve specific partner's coupon information,Receive Coupon - iOS,0,undefined,undefined
14,check internet:Fail to connect internet page,Receive Coupon - iOS,0,undefined,undefined
15,check internet:Geo fence,Receive Coupon - iOS,0,undefined,undefined
16,Save it later:Local coupon database,Receive Coupon - iOS,0,undefined,undefined
17,Retrieve specific partner's coupon information:Server Partner - coupon database,Receive Coupon - iOS,0,undefined,undefined
18,stl#Ad server:Coupon Retrieve Page,Receive Coupon - iOS,0,undefined,undefined
19,stl#Employee:check internet,Receive Coupon - iOS,0,undefined,undefined
20,stl#Employee:Coupon Notification Popup Window,Receive Coupon - iOS,0,undefined,undefined
21,stl#Employee:Check GPS,Receive Coupon - iOS,0,undefined,undefined
