id,transaction,useCase,transactional,TL, DETs, TD, TC, Arch_Diff
1,stl#Employee:Check GPS->Employee:Check GPS->Check GPS:Geo fence->Geo fence:Coupon Notification Popup Window->Coupon Notification Popup Window:Save it later->Save it later:Local coupon database,Receive Coupon - iOS,TRAN_NA,6,5,3,5,18
2,stl#Employee:Check GPS->Employee:Check GPS->Check GPS:Geo fence->Geo fence:Coupon Notification Popup Window->Coupon Notification Popup Window:Redeem,Receive Coupon - iOS,TRAN_NA,5,4,3.5,4,17.5
3,stl#Employee:Check GPS->Employee:Check GPS->Check GPS:Geo fence->Geo fence:Coupon Notification Popup Window->Coupon Notification Popup Window:Cancel,Receive Coupon - iOS,TRAN_NA,5,4,3.5,4,17.5
4,stl#Employee:Check GPS->Employee:Check GPS->Check GPS:GPS not work page,Receive Coupon - iOS,TRAN_NA,3,2,2,2,6
5,stl#Employee:Coupon Notification Popup Window->Employee:Coupon Notification Popup Window->Coupon Notification Popup Window:Save it later->Save it later:Local coupon database,Receive Coupon - iOS,CTRL;EXTCLL;DM;EI,4,3,3.6666666666666665,3,14.666666666666666
6,stl#Employee:Coupon Notification Popup Window->Employee:Coupon Notification Popup Window->Coupon Notification Popup Window:Redeem,Receive Coupon - iOS,CTRL,3,2,5,2,15
7,stl#Employee:Coupon Notification Popup Window->Employee:Coupon Notification Popup Window->Coupon Notification Popup Window:Cancel,Receive Coupon - iOS,CTRL,3,2,5,2,15
8,stl#Employee:check internet->Employee:check internet->check internet:Geo fence->Geo fence:Coupon Notification Popup Window->Coupon Notification Popup Window:Save it later->Save it later:Local coupon database,Receive Coupon - iOS,TRAN_NA,6,5,3,5,18
9,stl#Employee:check internet->Employee:check internet->check internet:Geo fence->Geo fence:Coupon Notification Popup Window->Coupon Notification Popup Window:Redeem,Receive Coupon - iOS,TRAN_NA,5,4,3.5,4,17.5
10,stl#Employee:check internet->Employee:check internet->check internet:Geo fence->Geo fence:Coupon Notification Popup Window->Coupon Notification Popup Window:Cancel,Receive Coupon - iOS,TRAN_NA,5,4,3.5,4,17.5
11,stl#Employee:check internet->Employee:check internet->check internet:Fail to connect internet page,Receive Coupon - iOS,TRAN_NA,3,2,2,2,6
12,stl#Employee:check internet->Employee:check internet->check internet:Coupon Notification Popup Window->Coupon Notification Popup Window:Save it later->Save it later:Local coupon database,Receive Coupon - iOS,TRAN_NA,5,4,3.25,4,16.25
13,stl#Employee:check internet->Employee:check internet->check internet:Coupon Notification Popup Window->Coupon Notification Popup Window:Redeem,Receive Coupon - iOS,TRAN_NA,4,3,4,3,16
14,stl#Employee:check internet->Employee:check internet->check internet:Coupon Notification Popup Window->Coupon Notification Popup Window:Cancel,Receive Coupon - iOS,TRAN_NA,4,3,4,3,16
15,stl#Ad server:Coupon Retrieve Page->Ad server:Coupon Retrieve Page->Coupon Retrieve Page:Retrieve specific partner's coupon information->Retrieve specific partner's coupon information:Server Partner - coupon database,Receive Coupon - iOS,CTRL,4,3,2.6666666666666665,3,10.666666666666666
16,stl#Ad server:Coupon Retrieve Page->Ad server:Coupon Retrieve Page->Coupon Retrieve Page:Retrieve specific partner's coupon information->Retrieve specific partner's coupon information:Coupon Notification Popup Window->Coupon Notification Popup Window:Save it later->Save it later:Local coupon database,Receive Coupon - iOS,CTRL;EXTCLL;DM;EI,6,5,4.5,4,27
17,stl#Ad server:Coupon Retrieve Page->Ad server:Coupon Retrieve Page->Coupon Retrieve Page:Retrieve specific partner's coupon information->Retrieve specific partner's coupon information:Coupon Notification Popup Window->Coupon Notification Popup Window:Redeem,Receive Coupon - iOS,CTRL,5,4,5.666666666666667,3,28.333333333333336
18,stl#Ad server:Coupon Retrieve Page->Ad server:Coupon Retrieve Page->Coupon Retrieve Page:Retrieve specific partner's coupon information->Retrieve specific partner's coupon information:Coupon Notification Popup Window->Coupon Notification Popup Window:Cancel,Receive Coupon - iOS,CTRL,5,4,5.666666666666667,3,28.333333333333336
