id,element,useCase,type,component
1,Administrator:User management button,Inactivate user,control,Usermanagementbutton
2,Administrator:unauthorized error message,Inactivate user,boundary,unauthorizedrequest
3,Administrator:user is already inactivated error,Inactivate user,boundary,Administrator
4,Administrator:activation success message,Inactivate user,boundary,activationsuccessmessage
5,Administrator:user management page,Inactivate user,control,Usermanagementbutton
6,inactivtate the user:User,Inactivate user,entity,insertuserinfo
7,User management button:validate role of user,Inactivate user,entity,role
8,inactivtate the user:activation success message,Inactivate user,boundary,activationsuccessmessage
9,check the status of user:inactivtate the user,Inactivate user,control,checkthestatusofuser
10,check the status of user:user is already inactivated error,Inactivate user,boundary,Administrator
11,user management page:check the status of user,Inactivate user,control,checkthestatusofuser
12,validate role of user:role,Inactivate user,entity,role
13,validate role of user:unauthorized error message,Inactivate user,boundary,unauthorizedrequest
14,validate role of user:user management page,Inactivate user,control,Usermanagementbutton
15,stl#Administrator:User management button,Inactivate user,Stimulus,undefined
16,stl#Administrator:unauthorized error message,Inactivate user,Stimulus,undefined
17,stl#Administrator:user is already inactivated error,Inactivate user,Stimulus,undefined
18,stl#Administrator:activation success message,Inactivate user,Stimulus,undefined
19,stl#Administrator:user management page,Inactivate user,Stimulus,undefined
