NUM,UC,Tran_Num,Activity_Num,Actor_Num,Component_num,Boundary_Num,Control_Num,Entity_Num,EI,EQ,INT,DM,CTRL,EXTIVK,EXTCLL,TRAN_NA,NT,Avg_TL,Avg_TD, Avg_TC, Avg_DETs, Arch_Diff,EI,EO,EQ,FN,NI,NE,EXT,ERY,RED,WRT,SWTI,SWTII,SWTIII
1,Advanced search,3,8,0,6,4,2,0,0,0,1,0,1,0,1,2,1,13,1.8,10,4,23.400000000000002,0,0,11,3,3,3,3,3,3,3,3.0443999999999996,4.2604,3.5953999999999997
2,Comment on post,3,8,0,6,4,2,0,0,0,1,0,1,0,1,2,1,13,1.8,10,4,23.400000000000002,0,0,11,3,3,3,3,3,3,3,3.0443999999999996,4.2604,3.5953999999999997
3,Login,3,8,0,6,4,2,0,0,0,1,0,1,0,1,2,1,13,1.8,10,2,23.400000000000002,0,0,10,3,3,3,3,3,3,3,3.0443999999999996,4.2604,3.5953999999999997
4,Logout,3,8,0,6,4,2,0,0,0,1,0,1,0,1,2,1,13,2.8,10,2,36.4,0,0,10,3,3,3,3,3,3,3,3.0443999999999996,4.3621,3.6429
5,Post,3,8,0,6,4,2,0,0,0,1,0,1,0,1,2,1,13,1.8,10,6,23.400000000000002,0,0,14,3,3,3,3,3,3,3,3.0443999999999996,4.2604,3.5953999999999997
6,Receive private message,3,8,0,6,5,1,0,0,0,1,0,1,0,1,2,1,13,1.8,10,4,23.400000000000002,0,0,11,3,3,3,3,3,3,3,3.0443999999999996,4.2604,3.5953999999999997
7,Search,3,8,0,6,4,2,0,0,0,1,0,1,0,1,2,1,13,1.8,10,2,23.400000000000002,0,0,10,3,3,3,3,3,3,3,3.0443999999999996,4.2604,3.5953999999999997
8,Search by keywords,3,8,0,6,4,2,0,0,0,1,0,1,0,1,2,1,13,1.8,10,7,23.400000000000002,0,0,14,3,3,3,3,3,3,3,3.0443999999999996,4.2604,3.5953999999999997
9,Search by names,3,8,0,6,4,2,0,0,0,1,0,1,0,1,2,1,13,1.8,10,4,23.400000000000002,0,0,11,3,3,3,3,3,3,3,3.0443999999999996,4.2604,3.5953999999999997
10,Send private message,3,8,0,6,5,1,0,0,0,1,0,1,0,1,2,1,13,3,10,3,39,0,0,10,3,3,3,3,3,3,3,3.0443999999999996,5.2613,3.5953999999999997
11,Upload CV,3,8,0,6,4,2,0,0,0,1,0,1,0,1,2,1,13,1.8,10,2,23.400000000000002,0,0,10,3,3,3,3,3,3,3,3.0443999999999996,4.2604,3.5953999999999997
12,View articles,3,8,0,6,5,1,0,0,0,1,0,1,0,1,2,1,13,3,10,6,39,0,0,14,3,3,3,3,3,3,3,3.0443999999999996,5.2613,3.5953999999999997
13,View collaboration graph,3,8,0,6,2,4,0,0,0,2,0,3,0,2,0,3,4.333333333333333,2.5,3.3333333333333335,1,10.833333333333332,0,0,10,3,3,3,3,3,3,3,3.0443999999999996,4.2604,3.5953999999999997
14,View message history,3,8,0,6,4,2,0,0,0,1,0,1,0,1,2,1,13,1.8,10,3,23.400000000000002,0,0,10,3,3,3,3,3,3,3,3.0443999999999996,4.2604,3.5953999999999997
15,Use Case1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,Use Case2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
