id,transaction,useCase,transaction_length, boundry_num, control_num, entity_num, actor_num
1,stl#User:Homepage->User:Homepage,Advanced search,2,1,0,0,0
2,stl#User:Search  page->User:Search  page->Search  page:Select Country and State item and click Search Button->Select Country and State item and click Search Button:Confirmation page->Confirmation page:Homepage,Advanced search,5,2,2,0,0
3,stl#User:Search  page->User:Search  page->Search  page:Select Country and State item and click Search Button->Select Country and State item and click Search Button:Confirmation page->Confirmation page:Search  page->Search  page:Select Country and State item and click Search Button,Advanced search,6,2,3,0,0
4,stl#User:Comment  page->User:Comment  page->Comment  page:Compose the comment and click post button->Compose the comment and click post button:Confirmation page->Confirmation page:Comment  page->Comment  page:Compose the comment and click post button,Comment on post,6,2,3,0,0
5,stl#User:Comment  page->User:Comment  page->Comment  page:Compose the comment and click post button->Compose the comment and click post button:Confirmation page->Confirmation page:Homepage,Comment on post,5,2,2,0,0
6,stl#User:Homepage->User:Homepage,Comment on post,2,1,0,0,0
7,stl#User:Homepage->User:Homepage,Login,2,1,0,0,0
8,stl#User:Login page->User:Login page->Login page:Validate username and password->Validate username and password:Confirmation page->Confirmation page:Login page->Login page:Validate username and password,Login,6,2,3,0,0
9,stl#User:Login page->User:Login page->Login page:Validate username and password->Validate username and password:Confirmation page->Confirmation page:Homepage,Login,5,2,2,0,0
10,stl#User:Homepage->User:Homepage,Logout,2,1,0,0,0
11,stl#User:Logout  page->User:Logout  page->Logout  page:Validate username and password->Validate username and password:Confirmation page->Confirmation page:Homepage,Logout,5,2,2,0,0
12,stl#User:Logout  page->User:Logout  page->Logout  page:Validate username and password->Validate username and password:Confirmation page->Confirmation page:Logout  page->Logout  page:Validate username and password,Logout,6,2,3,0,0
13,stl#User:post page->User:post page->post page:Compose the message the user wants to post->Compose the message the user wants to post:Confirmation page->Confirmation page:Homepage,Post,5,2,2,0,0
14,stl#User:post page->User:post page->post page:Compose the message the user wants to post->Compose the message the user wants to post:Confirmation page->Confirmation page:post page->post page:Compose the message the user wants to post,Post,6,2,3,0,0
15,stl#User:Homepage->User:Homepage,Post,2,1,0,0,0
16,stl#User:Homepage->User:Homepage,Receive private message,2,1,0,0,0
17,stl#User:Receivr  private message page->User:Receivr  private message page->Receivr  private message page:input a message->input a message:Confirmation page->Confirmation page:Homepage,Receive private message,5,3,1,0,0
18,stl#User:Receivr  private message page->User:Receivr  private message page->Receivr  private message page:input a message->input a message:Confirmation page->Confirmation page:Receivr  private message page->Receivr  private message page:input a message,Receive private message,6,4,1,0,0
19,stl#User:Homepage->User:Homepage,Search,2,1,0,0,0
20,stl#User:Search page->User:Search page->Search page:Input a word->Input a word:Confirmation page->Confirmation page:Homepage,Search,5,2,2,0,0
21,stl#User:Search page->User:Search page->Search page:Input a word->Input a word:Confirmation page->Confirmation page:Search page->Search page:Input a word,Search,6,2,3,0,0
22,stl#User:Search keyword page->User:Search keyword page->Search keyword page:Input a keyword->Input a keyword:Confirmation page->Confirmation page:Search keyword page->Search keyword page:Input a keyword,Search by keywords,6,2,3,0,0
23,stl#User:Search keyword page->User:Search keyword page->Search keyword page:Input a keyword->Input a keyword:Confirmation page->Confirmation page:Homepage,Search by keywords,5,2,2,0,0
24,stl#User:Homepage->User:Homepage,Search by keywords,2,1,0,0,0
25,stl#User:Search name page->User:Search name page->Search name page:Input a name->Input a name:Confirmation page->Confirmation page:Homepage,Search by names,5,2,2,0,0
26,stl#User:Search name page->User:Search name page->Search name page:Input a name->Input a name:Confirmation page->Confirmation page:Search name page->Search name page:Input a name,Search by names,6,2,3,0,0
27,stl#User:Homepage->User:Homepage,Search by names,2,1,0,0,0
28,stl#User:Homepage->User:Homepage,Send private message,2,1,0,0,0
29,stl#User:Send private  page->User:Send private  page->Send private  page:Compose the message designate the receiver ->Compose the message designate the receiver :Confirmation page->Confirmation page:Send private  page->Send private  page:Compose the message designate the receiver ,Send private message,6,4,1,0,0
30,stl#User:Send private  page->User:Send private  page->Send private  page:Compose the message designate the receiver ->Compose the message designate the receiver :Confirmation page->Confirmation page:Homepage,Send private message,5,3,1,0,0
31,stl#User:Homepage->User:Homepage,Upload CV,2,1,0,0,0
32,stl#User:Upload cv page->User:Upload cv page->Upload cv page:Click the Browse button locate the CV ->Click the Browse button locate the CV :Confirmation page->Confirmation page:Upload cv page->Upload cv page:Click the Browse button locate the CV ,Upload CV,6,2,3,0,0
33,stl#User:Upload cv page->User:Upload cv page->Upload cv page:Click the Browse button locate the CV ->Click the Browse button locate the CV :Confirmation page->Confirmation page:Homepage,Upload CV,5,2,2,0,0
34,stl#User:View ariticles page->User:View ariticles page->View ariticles page:Choose one of articles and Click the View button->Choose one of articles and Click the View button:Confirmation page->Confirmation page:View ariticles page->View ariticles page:Choose one of articles and Click the View button,View articles,6,4,1,0,0
35,stl#User:View ariticles page->User:View ariticles page->View ariticles page:Choose one of articles and Click the View button->Choose one of articles and Click the View button:Confirmation page->Confirmation page:Homepage,View articles,5,3,1,0,0
36,stl#User:Homepage->User:Homepage,View articles,2,1,0,0,0
37,stl#User:View collaboration graph page->User:View collaboration graph page->View collaboration graph page:Choose one of graph and Click the View button->Choose one of graph and Click the View button:Confirmation page->Confirmation page:View collaboration graph page->View collaboration graph page:Choose one of graph and Click the View button,View collaboration graph,6,0,5,0,0
38,stl#User:View collaboration graph page->User:View collaboration graph page->View collaboration graph page:Choose one of graph and Click the View button->Choose one of graph and Click the View button:Confirmation page->Confirmation page:Homepage,View collaboration graph,5,1,3,0,0
39,stl#User:Homepage->User:Homepage,View collaboration graph,2,1,0,0,0
40,stl#User:Homepage->User:Homepage,View message history,2,1,0,0,0
41,stl#User:View message history->User:View message history->View message history:Choose one of message and Click the View button->Choose one of message and Click the View button:Confirmation page->Confirmation page:Homepage,View message history,5,2,2,0,0
42,stl#User:View message history->User:View message history->View message history:Choose one of message and Click the View button->Choose one of message and Click the View button:Confirmation page->Confirmation page:View message history->View message history:Choose one of message and Click the View button,View message history,6,2,3,0,0
