id,transaction,useCase,transactional, TL, DETs, TD, TC, Arch_Diff
1,stl#User:Search  page->User:Search  page->Search  page:Select Country and State item and click Search Button->Select Country and State item and click Search Button:Confirmation page->Confirmation page:Search  page->Search  page:Select Country and State item and click Search Button,Advanced search,TRAN_NA,6,2,1.8,5,10.8
2,stl#User:Search  page->User:Search  page->Search  page:Select Country and State item and click Search Button->Select Country and State item and click Search Button:Confirmation page->Confirmation page:Homepage,Advanced search,TRAN_NA,5,2,1.75,4,8.75
3,stl#User:Homepage->User:Homepage,Advanced search,CTRL;EXTCLL;INT,2,0,2,1,4
4,stl#User:Comment  page->User:Comment  page->Comment  page:Compose the comment and click post button->Compose the comment and click post button:Confirmation page->Confirmation page:Homepage,Comment on post,TRAN_NA,5,2,1.75,4,8.75
5,stl#User:Comment  page->User:Comment  page->Comment  page:Compose the comment and click post button->Compose the comment and click post button:Confirmation page->Confirmation page:Comment  page->Comment  page:Compose the comment and click post button,Comment on post,TRAN_NA,6,2,1.8,5,10.8
6,stl#User:Login page->User:Login page->Login page:Validate username and password->Validate username and password:Confirmation page->Confirmation page:Homepage,Login,TRAN_NA,5,1,1.75,4,8.75
7,stl#User:Login page->User:Login page->Login page:Validate username and password->Validate username and password:Confirmation page->Confirmation page:Login page->Login page:Validate username and password,Login,TRAN_NA,6,1,1.8,5,10.8
8,stl#User:Logout  page->User:Logout  page->Logout  page:Validate username and password->Validate username and password:Confirmation page->Confirmation page:Logout  page->Logout  page:Validate username and password,Logout,TRAN_NA,6,1,2.6,5,15.600000000000001
9,stl#User:Logout  page->User:Logout  page->Logout  page:Validate username and password->Validate username and password:Confirmation page->Confirmation page:Homepage,Logout,TRAN_NA,5,1,2.75,4,13.75
10,stl#User:post page->User:post page->post page:Compose the message the user wants to post->Compose the message the user wants to post:Confirmation page->Confirmation page:post page->post page:Compose the message the user wants to post,Post,TRAN_NA,6,3,1.8,5,10.8
11,stl#User:post page->User:post page->post page:Compose the message the user wants to post->Compose the message the user wants to post:Confirmation page->Confirmation page:Homepage,Post,TRAN_NA,5,3,1.75,4,8.75
12,stl#User:Receivr  private message page->User:Receivr  private message page->Receivr  private message page:input a message->input a message:Confirmation page->Confirmation page:Receivr  private message page->Receivr  private message page:input a message,Receive private message,TRAN_NA,6,2,1.8,5,10.8
13,stl#User:Receivr  private message page->User:Receivr  private message page->Receivr  private message page:input a message->input a message:Confirmation page->Confirmation page:Homepage,Receive private message,TRAN_NA,5,2,1.75,4,8.75
14,stl#User:Search page->User:Search page->Search page:Input a word->Input a word:Confirmation page->Confirmation page:Search page->Search page:Input a word,Search,TRAN_NA,6,1,1.8,5,10.8
15,stl#User:Search page->User:Search page->Search page:Input a word->Input a word:Confirmation page->Confirmation page:Homepage,Search,TRAN_NA,5,1,1.75,4,8.75
16,stl#User:Search keyword page->User:Search keyword page->Search keyword page:Input a keyword->Input a keyword:Confirmation page->Confirmation page:Homepage,Search by keywords,TRAN_NA,5,3,1.75,4,8.75
17,stl#User:Search keyword page->User:Search keyword page->Search keyword page:Input a keyword->Input a keyword:Confirmation page->Confirmation page:Search keyword page->Search keyword page:Input a keyword,Search by keywords,TRAN_NA,6,4,1.8,5,10.8
18,stl#User:Search name page->User:Search name page->Search name page:Input a name->Input a name:Confirmation page->Confirmation page:Search name page->Search name page:Input a name,Search by names,TRAN_NA,6,2,1.8,5,10.8
19,stl#User:Search name page->User:Search name page->Search name page:Input a name->Input a name:Confirmation page->Confirmation page:Homepage,Search by names,TRAN_NA,5,2,1.75,4,8.75
20,stl#User:Send private  page->User:Send private  page->Send private  page:Compose the message designate the receiver ->Compose the message designate the receiver :Confirmation page->Confirmation page:Homepage,Send private message,TRAN_NA,5,2,2.75,4,13.75
21,stl#User:Send private  page->User:Send private  page->Send private  page:Compose the message designate the receiver ->Compose the message designate the receiver :Confirmation page->Confirmation page:Send private  page->Send private  page:Compose the message designate the receiver ,Send private message,TRAN_NA,6,1,3.4,5,20.4
22,stl#User:Upload cv page->User:Upload cv page->Upload cv page:Click the Browse button locate the CV ->Click the Browse button locate the CV :Confirmation page->Confirmation page:Homepage,Upload CV,TRAN_NA,5,1,1.75,4,8.75
