id,element,useCase,type,component
1,Administrator:invalid security questions,Reset Security Questions,boundary,activationsuccessmessage
2,Administrator:case management page,Reset Security Questions,control,Usermanagementbutton
3,Administrator:unauthorized error message,Reset Security Questions,boundary,unauthorizedrequest
4,Administrator:security questions reset page,Reset Security Questions,boundary,activationsuccessmessage
5,Administrator:Reset security questions,Reset Security Questions,boundary,unauthorizedrequest
6,Case manager:Reset security questions,Reset Security Questions,boundary,unauthorizedrequest
7,Case manager:case management page,Reset Security Questions,control,Usermanagementbutton
8,Case manager:unauthorized error message,Reset Security Questions,boundary,unauthorizedrequest
9,Case manager:invalid security questions,Reset Security Questions,boundary,activationsuccessmessage
10,Case manager:security questions reset page,Reset Security Questions,boundary,activationsuccessmessage
11,Reset security questions:validate role of user,Reset Security Questions,entity,role
12,save updated security questions:Security questions,Reset Security Questions,boundary,unauthorizedrequest
13,save updated security questions:case management page,Reset Security Questions,control,Usermanagementbutton
14,validate typed in security questions:invalid security questions,Reset Security Questions,boundary,activationsuccessmessage
15,validate role of user:role,Reset Security Questions,entity,role
16,validate typed in security questions:save updated security questions,Reset Security Questions,boundary,activationsuccessmessage
17,security questions reset page:validate typed in security questions,Reset Security Questions,boundary,activationsuccessmessage
18,validate role of user:security questions reset page,Reset Security Questions,boundary,activationsuccessmessage
19,validate role of user:unauthorized error message,Reset Security Questions,boundary,unauthorizedrequest
20,stl#Administrator:invalid security questions,Reset Security Questions,Stimulus,undefined
21,stl#Administrator:case management page,Reset Security Questions,Stimulus,undefined
22,stl#Administrator:unauthorized error message,Reset Security Questions,Stimulus,undefined
23,stl#Administrator:security questions reset page,Reset Security Questions,Stimulus,undefined
24,stl#Administrator:Reset security questions,Reset Security Questions,Stimulus,undefined
25,stl#Case manager:Reset security questions,Reset Security Questions,Stimulus,undefined
26,stl#Case manager:case management page,Reset Security Questions,Stimulus,undefined
27,stl#Case manager:unauthorized error message,Reset Security Questions,Stimulus,undefined
28,stl#Case manager:invalid security questions,Reset Security Questions,Stimulus,undefined
29,stl#Case manager:security questions reset page,Reset Security Questions,Stimulus,undefined
