id,element,useCase,type,component
1,User:Click button,generate course section,control,Exportbutton
2,User:Homepage,generate course section,boundary,school name
3,User:Course list menu,generate course section,boundary,menu list
4,Calcuate course data:Display course list,generate course section,control,course type
5,Course list menu:Calcuate course data,generate course section,control,course detail
6,Click button:Display course list,generate course section,control,course type
7,Display course list:Database,generate course section,entity,counselor data
8,Display confirmation page:Homepage,generate course section,boundary,school name
9,Display course list:Display confirmation page,generate course section,control,course section
10,stl#User:Click button,generate course section,Stimulus,undefined
11,stl#User:Homepage,generate course section,Stimulus,undefined
12,stl#User:Course list menu,generate course section,Stimulus,undefined
