id, function, functional, DET, FTR, boundaries, controls, entities, typeStr
26,User:send students detail-->send students detail:Display page-->Display page:Confirmation page-->Confirmation page:Database,EI,2,4,2,1,1,boundary->boundary->control->entity
27,User:Select prefer course-->Select prefer course:Confirmation page-->Confirmation page:Homepage,EQ,1,3,2,1,0,boundary->control->boundary
28,User:Select prefer course-->Select prefer course:Confirmation page-->Confirmation page:Database,EI,2,3,1,1,1,boundary->control->entity
29,User:Students course menu-->Students course menu:Request students detail-->Request students detail:Display page-->Display page:Confirmation page-->Confirmation page:Homepage,EQ,1,5,4,1,0,boundary->boundary->boundary->control->boundary
30,User:Students course menu-->Students course menu:Request students detail-->Request students detail:Display page-->Display page:Confirmation page-->Confirmation page:Database,EI,2,5,3,1,1,boundary->boundary->boundary->control->entity
31,User:Make some changes-->Make some changes:course profie page-->course profie page:database,EI,2,3,2,0,1,boundary->boundary->entity
32,User:Make some changes-->Make some changes:course profie page-->course profie page:Display comfirmation page-->Display comfirmation page:Homepage,EQ,1,4,3,1,0,boundary->boundary->control->boundary
33,User:Course detail page-->Course detail page:course profie page-->course profie page:database,EI,3,3,2,0,1,boundary->boundary->entity
34,User:Course detail page-->Course detail page:course profie page-->course profie page:Display comfirmation page-->Display comfirmation page:Homepage,EQ,2,4,3,1,0,boundary->boundary->control->boundary
35,User:Make some changes-->Make some changes:Confirm button-->Confirm button:Update changed information-->Update changed information:Display information-->Display information:Homepage,EQ,0,5,3,2,0,boundary->boundary->control->control->boundary
36,User:Constraints management page-->Constraints management page:Display constraint details-->Display constraint details:Update changed information-->Update changed information:Display information-->Display information:Homepage,EQ,0,5,2,3,0,boundary->control->control->control->boundary
37,User:Current semeter page-->Current semeter page:Display message page-->Display message page:Save selected course-->Save selected course:Updae lock status-->Updae lock status:Database,EI,1,5,3,0,2,boundary->boundary->boundary->entity->entity
38,User:Current semeter page-->Current semeter page:Display message page-->Display message page:Save selected course-->Save selected course:Updae lock status-->Updae lock status:Confirmation page-->Confirmation page:Homepage,EQ,2,6,4,1,1,boundary->boundary->boundary->entity->control->boundary
39,User:Current semeter page-->Current semeter page:Display message page-->Display message page:Save selected course-->Save selected course:Database,EI,1,4,3,0,1,boundary->boundary->boundary->entity
40,User:Save button-->Save button:Display message page-->Display message page:Save selected course-->Save selected course:Updae lock status-->Updae lock status:Database,EI,2,5,3,0,2,boundary->boundary->boundary->entity->entity
41,User:Save button-->Save button:Display message page-->Display message page:Save selected course-->Save selected course:Updae lock status-->Updae lock status:Confirmation page-->Confirmation page:Homepage,EQ,3,6,4,1,1,boundary->boundary->boundary->entity->control->boundary
42,User:Save button-->Save button:Display message page-->Display message page:Save selected course-->Save selected course:Database,EI,2,4,3,0,1,boundary->boundary->boundary->entity
43,User:Lock button-->Lock button:Updae lock status-->Updae lock status:Database,EI,0,3,1,0,2,boundary->entity->entity
44,User:Lock button-->Lock button:Updae lock status-->Updae lock status:Confirmation page-->Confirmation page:Homepage,EQ,1,4,2,1,1,boundary->entity->control->boundary
45,User:Confirm information-->Confirm information:Display confirmation -->Display confirmation :Homepage,EO,0,3,1,2,0,control->control->boundary
46,User:Confirm information-->Confirm information:Display confirmation -->Display confirmation :Database,EI,1,3,0,2,1,control->control->entity
47,User:Send student detail-->Send student detail:Display detail-->Display detail:Display confirmation -->Display confirmation :Homepage,EQ,0,4,2,2,0,boundary->control->control->boundary
48,User:Send student detail-->Send student detail:Display detail-->Display detail:Display confirmation -->Display confirmation :Database,EI,1,4,1,2,1,boundary->control->control->entity
49,User:Student course page-->Student course page:Request student detail-->Request student detail:Display detail-->Display detail:Display confirmation -->Display confirmation :Homepage,EQ,0,5,3,2,0,boundary->boundary->control->control->boundary
50,User:Student course page-->Student course page:Request student detail-->Request student detail:Display detail-->Display detail:Display confirmation -->Display confirmation :Database,EI,1,5,2,2,1,boundary->boundary->control->control->entity
51,User:Course link button-->Course link button:Get  enrolled students list-->Get  enrolled students list:Request students data-->Request students data:Display page-->Display page:Homepage,EQ,2,5,5,0,0,boundary->boundary->boundary->boundary->boundary
52,User:Send student detail-->Send student detail:Display page-->Display page:Homepage,EQ,1,3,3,0,0,boundary->boundary->boundary
53,User:Click button-->Click button:Request student detail-->Request student detail:Display page-->Display page:Homepage,EQ,1,4,4,0,0,boundary->boundary->boundary->boundary
54,User:Send teacher detail-->Send teacher detail:Request teacher detail-->Request teacher detail:Display page-->Display page:Homepage,EO,1,4,2,2,0,control->control->boundary->boundary
55,User:Select  year and semester page-->Select  year and semester page:Request teacher detail-->Request teacher detail:Display page-->Display page:Homepage,EO,1,4,2,2,0,control->control->boundary->boundary
56,User:Course reigister page-->Course reigister page:Section conflicts page-->Section conflicts page:Request student detail data-->Request student detail data:Display page-->Display page:Homepage,EQ,2,5,5,0,0,boundary->boundary->boundary->boundary->boundary
57,User:Send students detail-->Send students detail:Display page-->Display page:Homepage,EQ,1,3,3,0,0,boundary->boundary->boundary
58,User:Student preference menu-->Student preference menu:Display progress-->Display progress:Homepage,EQ,0,3,2,1,0,boundary->control->boundary
