id,element,useCase,type,component
1,User:Hompage,Create New Meeting,boundary,Hompage
2,User:Enters meeting information and attendee list,Create New Meeting,control,Meeting Minute Content
3,User:Selects the create a meeting option ,Create New Meeting,control,Meeting
4,Creates a meeting with the entered information:Hompage,Create New Meeting,boundary,Hompage
5,Creates a meeting with the entered information:meeting db,Create New Meeting,control,Meeting
6,Verifies attendee list contains valid users.  :Creates a meeting with the entered information,Create New Meeting,control,Meeting Minute Content
7,Enters meeting information and attendee list:Verifies attendee list contains valid users.  ,Create New Meeting,control,User End Points
8,Selects the create a meeting option :displays the create a meeting screen.  ,Create New Meeting,control,Meeting Minute
9,displays the create a meeting screen.  :Verifies attendee list contains valid users.  ,Create New Meeting,control,User End Points
10,stl#User:Hompage,Create New Meeting,Stimulus,undefined
11,stl#User:Enters meeting information and attendee list,Create New Meeting,Stimulus,undefined
12,stl#User:Selects the create a meeting option ,Create New Meeting,Stimulus,undefined
