id,element,useCase,type,component
1,Weight loser:add new weight page,Login via facebook,boundary,Theweightloseraddonesponsorsuccessfullymessage
2,Weight loser:display success message,Login via facebook,boundary,Theweightloseraddonesponsorsuccessfullymessage
3,Weight loser:login facebook button,Login via facebook,boundary,errorinaccessfacebookinformation
4,Weight loser:invalid error message,Login via facebook,boundary,invlidpattern
5,get information from facebook:facebook,Login via facebook,boundary,errorinaccessfacebookinformation
6,add new weight page:check if response contains user inform,Login via facebook,boundary,errorinaccessfacebookinformation
7,get information from facebook:add new weight page,Login via facebook,boundary,Theweightloseraddonesponsorsuccessfullymessage
8,add user into the system if not registered:redirect to homepage,Login via facebook,boundary,Homepage
9,add user into the system if not registered:user,Login via facebook,entity,user
10,check if response contains user inform:add user into the system if not registered,Login via facebook,control,redirecttheusertocreatgoalpage
11,check if response contains user inform:invalid error message,Login via facebook,boundary,invlidpattern
12,get information from facebook:check if response contains user inform,Login via facebook,boundary,errorinaccessfacebookinformation
13,redirect to homepage:display success message,Login via facebook,boundary,Theweightloseraddonesponsorsuccessfullymessage
14,login facebook button:get information from facebook,Login via facebook,boundary,errorinaccessfacebookinformation
15,redirect to homepage:goal,Login via facebook,entity,goal
16,stl#Weight loser:add new weight page,Login via facebook,Stimulus,undefined
17,stl#Weight loser:display success message,Login via facebook,Stimulus,undefined
18,stl#Weight loser:login facebook button,Login via facebook,Stimulus,undefined
19,stl#Weight loser:invalid error message,Login via facebook,Stimulus,undefined
