id,transaction,useCase,transaction_length, boundry_num, control_num, entity_num, actor_num
1,stl#Weight loser:add new weight page-->Weight loser:add new weight page-->add new weight page:check if response contains user inform-->check if response contains user inform:add user into the system if not registered-->add user into the system if not registered:redirect to homepage-->redirect to homepage:display success message,Login via facebook,6,4,1,0,0
2,stl#Weight loser:add new weight page-->Weight loser:add new weight page-->add new weight page:check if response contains user inform-->check if response contains user inform:add user into the system if not registered-->add user into the system if not registered:redirect to homepage-->redirect to homepage:goal,Login via facebook,6,3,1,1,0
3,stl#Weight loser:add new weight page-->Weight loser:add new weight page-->add new weight page:check if response contains user inform-->check if response contains user inform:add user into the system if not registered-->add user into the system if not registered:user,Login via facebook,5,2,1,1,0
4,stl#Weight loser:add new weight page-->Weight loser:add new weight page-->add new weight page:check if response contains user inform-->check if response contains user inform:invalid error message,Login via facebook,4,3,0,0,0
5,stl#Weight loser:display success message-->Weight loser:display success message,Login via facebook,2,1,0,0,0
6,stl#Weight loser:login facebook button-->Weight loser:login facebook button-->login facebook button:get information from facebook-->get information from facebook:add new weight page-->add new weight page:check if response contains user inform-->check if response contains user inform:add user into the system if not registered-->add user into the system if not registered:redirect to homepage-->redirect to homepage:display success message,Login via facebook,8,6,1,0,0
7,stl#Weight loser:login facebook button-->Weight loser:login facebook button-->login facebook button:get information from facebook-->get information from facebook:add new weight page-->add new weight page:check if response contains user inform-->check if response contains user inform:add user into the system if not registered-->add user into the system if not registered:redirect to homepage-->redirect to homepage:goal,Login via facebook,8,5,1,1,0
8,stl#Weight loser:login facebook button-->Weight loser:login facebook button-->login facebook button:get information from facebook-->get information from facebook:add new weight page-->add new weight page:check if response contains user inform-->check if response contains user inform:add user into the system if not registered-->add user into the system if not registered:user,Login via facebook,7,4,1,1,0
9,stl#Weight loser:login facebook button-->Weight loser:login facebook button-->login facebook button:get information from facebook-->get information from facebook:add new weight page-->add new weight page:check if response contains user inform-->check if response contains user inform:invalid error message,Login via facebook,6,5,0,0,0
10,stl#Weight loser:login facebook button-->Weight loser:login facebook button-->login facebook button:get information from facebook-->get information from facebook:check if response contains user inform-->check if response contains user inform:add user into the system if not registered-->add user into the system if not registered:redirect to homepage-->redirect to homepage:display success message,Login via facebook,7,5,1,0,0
11,stl#Weight loser:login facebook button-->Weight loser:login facebook button-->login facebook button:get information from facebook-->get information from facebook:check if response contains user inform-->check if response contains user inform:add user into the system if not registered-->add user into the system if not registered:redirect to homepage-->redirect to homepage:goal,Login via facebook,7,4,1,1,0
12,stl#Weight loser:login facebook button-->Weight loser:login facebook button-->login facebook button:get information from facebook-->get information from facebook:check if response contains user inform-->check if response contains user inform:add user into the system if not registered-->add user into the system if not registered:user,Login via facebook,6,3,1,1,0
13,stl#Weight loser:login facebook button-->Weight loser:login facebook button-->login facebook button:get information from facebook-->get information from facebook:check if response contains user inform-->check if response contains user inform:invalid error message,Login via facebook,5,4,0,0,0
14,stl#Weight loser:login facebook button-->Weight loser:login facebook button-->login facebook button:get information from facebook-->get information from facebook:facebook,Login via facebook,4,3,0,0,0
15,stl#Weight loser:invalid error message-->Weight loser:invalid error message,Login via facebook,2,1,0,0,0
