id,element,NOCH,DIT,CBO,NUMS,NCI,NCIF
1,queryagentactivies,undefined,undefined,undefined,undefined,undefined,undefined
2,leaddetail,undefined,undefined,undefined,undefined,undefined,undefined
3,loginpage,undefined,undefined,undefined,undefined,undefined,undefined
4,softphonescreen,undefined,undefined,undefined,undefined,undefined,undefined
5,1800dialbutton,undefined,undefined,undefined,undefined,undefined,undefined
6,voicemailpanel,undefined,undefined,undefined,undefined,undefined,undefined
7,TwilioAPI,undefined,undefined,undefined,undefined,undefined,undefined
8,callernumber,undefined,undefined,undefined,undefined,undefined,undefined
9,callrecorddownloadedmessage,undefined,undefined,undefined,undefined,undefined,undefined
