id,element,useCase,type,component
1,CrashActivity$1_onClick,src,undefined,CrashActivity$1
2,CrashActivity$1_onCreate,src,undefined,CrashActivity$1
3,DemoActivity_onClick,src,undefined,DemoActivity
4,DemoActivity_createTread,src,undefined,DemoActivity
5,DemoActivity_<init>,src,undefined,DemoActivity
6,DemoActivity_<init>,src,undefined,DemoActivity
7,DemoActivity_<init>,src,undefined,DemoActivity
8,DemoActivity_run,src,undefined,DemoActivity
9,DemoActivity_run,src,undefined,DemoActivity
10,DemoActivity_saveData,src,undefined,DemoActivity
11,DemoActivity_toastClick,src,undefined,DemoActivity
12,DemoActivity_onCreate,src,undefined,DemoActivity
13,ExampleActivity$2_onCreate,src,undefined,ExampleActivity$2
14,ExampleActivity$2_onClick,src,undefined,ExampleActivity$2
15,HandlerActivity$2_onCreate,src,undefined,HandlerActivity$2
16,HandlerActivity$2_onClick,src,undefined,HandlerActivity$2
17,MainActivity_onClick,src,undefined,MainActivity
18,MainActivity_onCreate,src,undefined,MainActivity
19,ThreadActivity$3_onClick,src,undefined,ThreadActivity$3
20,ThreadActivity$3_onClick,src,undefined,ThreadActivity$3
21,ThreadActivity$3_onCreate,src,undefined,ThreadActivity$3
22,ThreadActivity$3_onClick,src,undefined,ThreadActivity$3
23,stl#CrashActivity$1_onClick,src,activity,undefined
24,stl#CrashActivity$1_onCreate,src,activity,undefined
25,stl#DemoActivity_onClick,src,activity,undefined
26,stl#DemoActivity_onCreate,src,activity,undefined
27,stl#ExampleActivity$2_onCreate,src,activity,undefined
28,stl#ExampleActivity$2_onClick,src,activity,undefined
29,stl#HandlerActivity$2_onCreate,src,activity,undefined
30,stl#HandlerActivity$2_onClick,src,activity,undefined
31,stl#MainActivity_onClick,src,activity,undefined
32,stl#MainActivity_onCreate,src,activity,undefined
33,stl#ThreadActivity$3_onClick,src,activity,undefined
34,stl#ThreadActivity$3_onClick,src,activity,undefined
35,stl#ThreadActivity$3_onCreate,src,activity,undefined
36,stl#ThreadActivity$3_onClick,src,activity,undefined
