id,element,useCase,type,component
1,guests:invitation link,Create account,entity,invitationlink
2,guests:registration form,Create account,boundary,validateform
3,guests:validate form fail message,Create account,boundary,validateform
4,guests:account already exists message,Create account,boundary,successmessage
5,guests:save design detail into db success message,Create account,boundary,successmessage
6,redirect to form page:Positions and content info,Create account,boundary,UserSpecificContent
7,validate form:account already exists message,Create account,boundary,successmessage
8,validate form:background info,Create account,entity,Groom
9,send registration link to user:invitation link,Create account,entity,invitationlink
10,redirect to form page:registration form,Create account,boundary,validateform
11,validate form fail message:redirect to form page,Create account,boundary,validateform
12,registration form:validate form,Create account,boundary,validateform
13,validate form:send registration link to user,Create account,entity,invitationlink
14,validate form:validate form fail message,Create account,boundary,validateform
15,stl#guests:invitation link,Create account,Stimulus,undefined
16,stl#guests:registration form,Create account,Stimulus,undefined
17,stl#guests:validate form fail message,Create account,Stimulus,undefined
18,stl#guests:account already exists message,Create account,Stimulus,undefined
19,stl#guests:save design detail into db success message,Create account,Stimulus,undefined
