id,element,useCase,type,component
1,User:User has already exist in the database,register in system,control,DatabaseAdapter
2,User:Open or create sphere page,register in system,control,CreateSphereView
3,User:"create sectors and nodes" page,register in system,control,CreateSphereView
4,User:error message,register in system,control,Displaysuccessmessagetouser
5,User:"start a new sphere" page,register in system,boundary,EditSphereView
6,"create sectors and nodes" page:update the node names into database,register in system,control,DatabaseAdapter
7,display "create sectors and nodes" page:"create sectors and nodes" page,register in system,control,CreateSphereView
8,"start a new sphere" page:display "create sectors and nodes" page,register in system,control,Displaysuccessmessagetouser
9,add username and password into user database:Open or create sphere page,register in system,control,CreateSphereView
10,validate the duplicity of username:User has already exist in the database,register in system,control,DatabaseAdapter
11,add username and password into user database:sphere,register in system,entity,SphereModel
12,validate the duplicity of username:add username and password into user database,register in system,control,DatabaseAdapter
13,update the node names into database:error message,register in system,control,Displaysuccessmessagetouser
14,update the node names into database:sphere,register in system,entity,SphereModel
15,update the node names into database:validate the duplicity of username,register in system,control,DataValidator
16,stl#User:User has already exist in the database,register in system,Stimulus,undefined
17,stl#User:Open or create sphere page,register in system,Stimulus,undefined
18,stl#User:"create sectors and nodes" page,register in system,Stimulus,undefined
19,stl#User:error message,register in system,Stimulus,undefined
20,stl#User:"start a new sphere" page,register in system,Stimulus,undefined
