id,path,functional,transactional,path_length, boundry_num, control_num, entity_num, actor_num, diagram,useCase
1,user->Account Creation Page->Specify Credentials->check if passwords match,FUNC_NA,TRAN_NA,4,undefined,2,0,1,Create Account,Create Account
2,user->Account Creation Page->Specify Credentials->check password format,FUNC_NA,TRAN_NA,4,undefined,2,0,1,Create Account,Create Account
