id, function, functional, DET, FTR, boundaries, controls, entities, typeStr
18,User:checkin page-->checkin page:Rest cal for validating checkin information-->Rest cal for validating checkin information:Neon CRM,EQ,1,3,1,1,1,boundary->control->actor
19,User:checkin page-->checkin page:Rest cal for validating checkin information-->Rest cal for validating checkin information:Validate feedback data-->Validate feedback data:Neon CRM,EQ,1,4,1,2,1,boundary->control->control->actor
20,User:checkin page-->checkin page:Rest cal for validating checkin information-->Rest cal for validating checkin information:Validate feedback data-->Validate feedback data:save checkin information-->save checkin information:Checkin information,EQ,0,5,3,2,0,boundary->control->control->boundary->boundary
21,User:Invalid checkin information-->Invalid checkin information:save checkin information-->save checkin information:Checkin information,EQ,0,3,3,0,0,boundary->boundary->boundary
22,User:Checkin button-->Checkin button:display checkin page-->display checkin page:checkin page-->checkin page:Rest cal for validating checkin information-->Rest cal for validating checkin information:Neon CRM,EQ,1,5,3,1,1,boundary->boundary->boundary->control->actor
23,User:Checkin button-->Checkin button:display checkin page-->display checkin page:checkin page-->checkin page:Rest cal for validating checkin information-->Rest cal for validating checkin information:Validate feedback data-->Validate feedback data:Neon CRM,EQ,1,6,3,2,1,boundary->boundary->boundary->control->control->actor
24,User:Checkin button-->Checkin button:display checkin page-->display checkin page:checkin page-->checkin page:Rest cal for validating checkin information-->Rest cal for validating checkin information:Validate feedback data-->Validate feedback data:save checkin information-->save checkin information:Checkin information,EQ,0,7,5,2,0,boundary->boundary->boundary->control->control->boundary->boundary
25,Neon CRM:Invalid checkin information-->Invalid checkin information:save checkin information-->save checkin information:Checkin information,EQ,0,3,3,0,0,boundary->boundary->boundary
26,User:Invalid store error message,EQ,0,1,0,1,0,control
27,User:report generation button-->report generation button:query report-->query report:report list-->report list:dump report to Excel-->dump report to Excel:Excel,EQ,0,5,0,5,0,control->control->control->control->control
28,User:report generation button-->report generation button:query report-->query report:report list-->report list:dump report to Excel-->dump report to Excel:Display an invalid store error message-->Display an invalid store error message:Invalid store error message,EQ,1,6,0,6,0,control->control->control->control->control->control
29,User:report generation button-->report generation button:query report-->query report:report,EQ,0,3,0,3,0,control->control->control
30,User:report list-->report list:dump report to Excel-->dump report to Excel:Excel,EQ,0,3,0,3,0,control->control->control
31,User:report list-->report list:dump report to Excel-->dump report to Excel:Display an invalid store error message-->Display an invalid store error message:Invalid store error message,EQ,1,4,0,4,0,control->control->control->control
32,User:document upload button-->document upload button:validate login information-->validate login information:login,EI,2,3,0,2,1,control->control->entity
33,User:document upload button-->document upload button:validate login information-->validate login information:document upload page-->document upload page:store the document-->store the document:document,EQ,1,5,0,5,0,control->control->control->control->control
34,User:document upload button-->document upload button:validate login information-->validate login information:document upload page-->document upload page:store the document-->store the document:Validate feedback data-->Validate feedback data:Neon CRM,EQ,2,6,0,5,1,control->control->control->control->control->actor
35,User:document upload button-->document upload button:validate login information-->validate login information:document upload page-->document upload page:store the document-->store the document:Validate feedback data-->Validate feedback data:Display an invalid store error message-->Display an invalid store error message:Invalid store error message,EQ,2,7,0,7,0,control->control->control->control->control->control->control
36,User:document upload button-->document upload button:validate login information-->validate login information:document upload page-->document upload page:store the document-->store the document:Display an invalid store error message-->Display an invalid store error message:Invalid store error message,EQ,2,6,0,6,0,control->control->control->control->control->control
37,User:document upload page-->document upload page:store the document-->store the document:document,EQ,0,3,0,3,0,control->control->control
38,User:document upload page-->document upload page:store the document-->store the document:Validate feedback data-->Validate feedback data:Neon CRM,EQ,1,4,0,3,1,control->control->control->actor
39,User:document upload page-->document upload page:store the document-->store the document:Validate feedback data-->Validate feedback data:Display an invalid store error message-->Display an invalid store error message:Invalid store error message,EQ,1,5,0,5,0,control->control->control->control->control
40,User:document upload page-->document upload page:store the document-->store the document:Display an invalid store error message-->Display an invalid store error message:Invalid store error message,EQ,1,4,0,4,0,control->control->control->control
41,User:document view button-->document view button:validate login information-->validate login information:login,EI,3,3,0,2,1,control->control->entity
42,User:document view button-->document view button:validate login information-->validate login information:load documents-->load documents:document view page-->document view page:query document-->query document:document detail page,EQ,5,6,0,6,0,control->control->control->control->control->control
43,User:document view button-->document view button:validate login information-->validate login information:load documents-->load documents:document view page-->document view page:query document-->query document:document,EQ,5,6,0,6,0,control->control->control->control->control->control
44,User:document view button-->document view button:validate login information-->validate login information:load documents-->load documents:document view page-->document view page:query document-->query document:Display error message-->Display error message:viewing document error message,EQ,6,7,0,7,0,control->control->control->control->control->control->control
45,User:document view button-->document view button:validate login information-->validate login information:load documents-->load documents:document,EQ,3,4,0,4,0,control->control->control->control
46,User:document view page-->document view page:query document-->query document:document detail page,EQ,2,3,0,3,0,control->control->control
47,User:document view page-->document view page:query document-->query document:document,EQ,2,3,0,3,0,control->control->control
48,User:document view page-->document view page:query document-->query document:Display error message-->Display error message:viewing document error message,EQ,3,4,0,4,0,control->control->control->control
49,User:document detail page,EQ,0,1,0,1,0,control
50,User:viewing document error message,EQ,1,1,0,1,0,control
51,User:Article list-->Article list:query article info-->query article info:article info-->article info:share to social network-->share to social network:Facebook,EI,2,5,3,1,1,boundary->boundary->boundary->control->entity
52,User:Article list-->Article list:query article info-->query article info:article info-->article info:share to social network-->share to social network:Google plus,EQ,2,5,3,1,1,boundary->boundary->boundary->control->actor
53,User:Article list-->Article list:query article info-->query article info:article info-->article info:share to social network-->share to social network:Twitter,EI,2,5,3,1,1,boundary->boundary->boundary->control->entity
54,User:Article list-->Article list:query article info-->query article info:article,EQ,1,3,3,0,0,boundary->boundary->boundary
55,User:article info-->article info:share to social network-->share to social network:Facebook,EI,1,3,1,1,1,boundary->control->entity
56,User:article info-->article info:share to social network-->share to social network:Google plus,EQ,1,3,1,1,1,boundary->control->actor
57,User:article info-->article info:share to social network-->share to social network:Twitter,EI,1,3,1,1,1,boundary->control->entity
