NUM,UC,Tran_Num,Activity_Num,Actor_Num,Component_num,Boundary_Num,Control_Num,Entity_Num,EI,EQ,INT,DM,CTRL,EXTIVK,EXTCLL,TRAN_NA,NT,Avg_TL,Avg_TD, Avg_TC, Avg_DETs, Arch_Diff,EI,EO,EQ,FN,NI,NE,EXT,ERY,RED,WRT,SWTI,SWTII,SWTIII
1,Add New Provider,5,13,0,10,10,0,0,0,0,0,0,0,0,0,5,0,0,5.086956521739131,0,0,0,0,0,18,5,5,5,5,5,5,5,5.074,18.7836,10.468499999999999
2,Edit Consumer Profile,3,8,3,6,3,0,0,0,0,1,0,1,0,1,2,1,11,3,8,2,33,0,0,10,3,3,3,3,3,3,3,3.0443999999999996,3.3236999999999997,3.5479000000000003
3,Follow/unfollow a provider,7,15,2,12,7,3,0,0,0,0,0,0,0,0,7,0,0,3.263157894736842,0,0,0,0,0,25,7,7,7,7,7,7,7,7.1036,23.2822,13.647599999999999
4,Login,8,16,1,12,10,1,0,0,0,1,0,1,0,1,7,1,40,4.3125,32,23,172.5,0,0,37,8,8,8,8,8,8,8,8.1184,23.6229,15.659899999999999
5,Maintain the system,6,12,0,9,9,0,0,0,0,1,0,1,0,1,5,1,26,10,20,1,260,0,0,23,6,6,6,6,6,6,6,6.0888,27.100800000000003,14.0768
6,Rate a provider,7,15,0,12,11,1,0,0,0,0,0,0,0,0,7,0,0,5,0,0,0,0,0,24,7,7,7,7,7,7,7,7.1036,32.7831,18.295599999999997
7,Search Provider,7,14,0,11,11,0,0,0,0,1,0,1,0,1,6,1,32,3.16,25,10,101.12,0,0,24,7,7,7,7,7,7,7,7.1036,11.735799999999998,9.1556
8,Share Price through OCR capture,5,12,0,9,9,0,0,0,0,1,0,1,0,1,4,1,24,3.4210526315789473,19,8,82.10526315789474,0,0,20,5,5,5,5,5,5,5,5.074,12.330400000000001,6.7745
9,Share Prices,5,12,1,9,8,0,0,0,0,1,0,1,0,1,4,1,24,8.157894736842104,19,8,195.78947368421052,0,0,21,5,5,5,5,5,5,5,5.074,26.603700000000003,15.1355
10,View Dashboard Page,5,16,1,12,11,0,0,0,0,0,0,0,0,0,5,0,0,7.947368421052632,0,0,0,0,0,18,5,5,5,5,5,5,5,5.074,22.151600000000002,11.219
