id,element,useCase,type,component
1,Timer:idle for 30 or more minutes,logout,entity,microwebsiteform
2,User:Login page,logout,control,Loginpage
3,User:Invalid username and password message,logout,control,pdfformatisnotvalidmessage
4,User:Logout Button,logout,boundary,DeleteButton
5,User:User'session is alreayd deactivated,logout,control,pdfformatisnotvalidmessage
6,deactivate the user's session:Invalid username and password message,logout,control,pdfformatisnotvalidmessage
7,Redirect the user to the login page:Login page,logout,control,Loginpage
8,Logout Button:deactivate the user's session,logout,control,User
9,deactivate the user's session:Logout Button,logout,boundary,DeleteButton
10,deactivate the user's session:Redirect the user to the login page,logout,control,Loginpage
11,deactivate the user's session:User Info,logout,control,User
12,deactivate the user's session:User'session is alreayd deactivated,logout,control,pdfformatisnotvalidmessage
13,idle for 30 or more minutes:deactivate the user's session,logout,control,User
14,stl#Timer:idle for 30 or more minutes,logout,Stimulus,undefined
15,stl#User:Login page,logout,Stimulus,undefined
16,stl#User:Invalid username and password message,logout,Stimulus,undefined
17,stl#User:Logout Button,logout,Stimulus,undefined
18,stl#User:User'session is alreayd deactivated,logout,Stimulus,undefined
