id,element,useCase,type,component
1,Weight loser:congradulation message,achieve goal,boundary,Theweightloseraddonesponsorsuccessfullymessage
2,Weight loser:access information on facebook error,achieve goal,boundary,errorinaccessfacebookinformation
3,Weight loser:wieght detail page,achieve goal,control,findcurrentweightdetail
4,send out emails to charities and sponsors:email protocol,achieve goal,actor,emailprototocol
5,access user info:facebook,achieve goal,boundary,errorinaccessfacebookinformation
6,post on facebook:facebook,achieve goal,boundary,errorinaccessfacebookinformation
7,displays a congradulatory message on facebook:facebook,achieve goal,boundary,errorinaccessfacebookinformation
8,access user info:access information on facebook error,achieve goal,boundary,errorinaccessfacebookinformation
9,access user info:post on facebook,achieve goal,boundary,errorinaccessfacebookinformation
10,congradulation message:access user info,achieve goal,boundary,errorinaccessfacebookinformation
11,displays a congradulatory message on facebook:congradulation message,achieve goal,boundary,Theweightloseraddonesponsorsuccessfullymessage
12,find current weight detail:displays a congradulatory message on facebook,achieve goal,boundary,errorinaccessfacebookinformation
13,find current weight detail:weight information,achieve goal,boundary,errorinaccessfacebookinformation
14,wieght detail page:find current weight detail,achieve goal,control,findcurrentweightdetail
15,post on facebook:send out emails to charities and sponsors,achieve goal,boundary,Theweightloseraddonesponsorsuccessfullymessage
16,stl#Weight loser:congradulation message,achieve goal,Stimulus,undefined
17,stl#Weight loser:access information on facebook error,achieve goal,Stimulus,undefined
18,stl#Weight loser:wieght detail page,achieve goal,Stimulus,undefined
