id,path,functional,transactional,path_length, boundry_num, control_num, entity_num, actor_num, diagram,useCase
1,User->Search page->Search course by keywords->course,EI,CTRL|DM|EI,4,undefined,1,1,1,Search course,Search course
2,User->Search page->Search course by keywords->course list,EQ,CTRL|INT,4,undefined,1,0,1,Search course,Search course
3,User->Search page->Search course by keywords->No matched results,EQ,CTRL|INT,4,undefined,1,0,1,Search course,Search course
4,User->Search page->redirect to home page->home page,EQ,CTRL|INT,4,undefined,1,0,1,Search course,Search course
