id,element,useCase,type,component
1,User:Generate budget reports  page,Generate Budget Reports,boundary,Budget Report
2,User:Homepage,Generate Budget Reports,boundary,Budget Report
3,requests a budget report for a newly populated model:Budget Report db,Generate Budget Reports,boundary,Budget Report
4,Generate budget reports  page:requests a budget report for a newly populated model,Generate Budget Reports,boundary,Budget Report
5,Show confirmation:Generate budget reports  page,Generate Budget Reports,boundary,Budget Report
6,Homepage:Show confirmation,Generate Budget Reports,control,Inverstment Information
7,requests a budget report for a newly populated model:Show confirmation,Generate Budget Reports,control,Inverstment Information
8,stl#User:Generate budget reports  page,Generate Budget Reports,Stimulus,undefined
9,stl#User:Homepage,Generate Budget Reports,Stimulus,undefined
