id,element,useCase,type,component
1,User:No result is found,Search product,control,Vender Registration Form
2,User:Search page,Search product,control,Searchpage
3,User:list of product,Search product,actor,Buyer Profile
4,search by criteria:No result is found,Search product,control,Vender Registration Form
5,Search page:search by criteria,Search product,control,Searchpage
6,search by criteria:list of product,Search product,actor,Buyer Profile
7,search by criteria:product,Search product,actor,Buyer Profile
8,stl#User:No result is found,Search product,Stimulus,undefined
9,stl#User:Search page,Search product,Stimulus,undefined
10,stl#User:list of product,Search product,Stimulus,undefined
