id,path,transactional,path_length,diagram,useCase
1,User->list of switch->add switch to favoriate->Favoriate,CTRL,4,Add favorite screen,Add favorite screen
2,User->list of switch->add switch to favoriate->Favoriate,DM,4,Add favorite screen,Add favorite screen
3,User->list of switch->add switch to favoriate->Favoriate,EI,4,Add favorite screen,Add favorite screen
4,User->list of switch->add switch to favoriate->Display error message when adding to favorite->Error message when updating,CTRL,5,Add favorite screen,Add favorite screen
5,User->list of switch->add switch to favoriate->Display error message when adding to favorite->Error message when updating,INT,5,Add favorite screen,Add favorite screen
6,User->Add favorite screen->query list of switchs->list of switch,CTRL,4,Add favorite screen,Add favorite screen
7,User->Add favorite screen->query list of switchs->list of switch,INT,4,Add favorite screen,Add favorite screen
8,User->Add favorite screen->query list of switchs->Switch,CTRL,4,Add favorite screen,Add favorite screen
9,User->Add favorite screen->query list of switchs->Switch,DM,4,Add favorite screen,Add favorite screen
10,User->Add favorite screen->query list of switchs->Switch,EI,4,Add favorite screen,Add favorite screen
