id,element,useCase,type,component
1,User:Ad add page,Manage Advertisement,control,SaveaddedAd
2,User:Ad management panel,Manage Advertisement,control,Advertisement
3,User:Delete confirmation dialog,Manage Advertisement,control,Recommendation Letter
4,User:Manage ads link,Manage Advertisement,boundary,AdditionalInfo
5,User:Invalid input information,Manage Advertisement,boundary,AdditionalInfo
6,User:Existing ads list,Manage Advertisement,boundary,AdditionalInfo
7,User:Ad detail page,Manage Advertisement,boundary,Email
8,Ad add page:Check input information,Manage Advertisement,boundary,AdditionalInfo
9,Show Ad Add page:Ad add page,Manage Advertisement,control,SaveaddedAd
10,Redirect to connection list:Ad add page,Manage Advertisement,control,SaveaddedAd
11,Ad detail page:Check input information,Manage Advertisement,boundary,AdditionalInfo
12,Show Ad detail page:Ad detail page,Manage Advertisement,boundary,Email
13,Ad management panel:Show Ad detail page,Manage Advertisement,boundary,Email
14,Ad management panel:Show Ad Add page,Manage Advertisement,control,SaveaddedAd
15,Ad management panel:Cancel updating and redirect to ,Manage Advertisement,control,ConnectionUpdate
16,Ad management panel:display delete confirmation dialog,Manage Advertisement,control,Recommendation Letter
17,Update ad description:Ad management panel,Manage Advertisement,control,Advertisement
18,Popup management panel:Ad management panel,Manage Advertisement,control,Advertisement
19,Cancel updating and redirect to :Existing ads list,Manage Advertisement,boundary,AdditionalInfo
20,Check input information:Invalid input information,Manage Advertisement,boundary,AdditionalInfo
21,Check input information:Check input information,Manage Advertisement,boundary,AdditionalInfo
22,Check input information:Save added Ad,Manage Advertisement,control,SaveaddedAd
23,Check input information:Update ad description,Manage Advertisement,control,ConnectionUpdate
24,Delete Ad:ads,Manage Advertisement,entity,Admin
25,Delete confirmation dialog:Delete Ad,Manage Advertisement,control,Recommendation Letter
26,display delete confirmation dialog:Delete confirmation dialog,Manage Advertisement,control,Recommendation Letter
27,Existing ads list:Popup management panel,Manage Advertisement,control,Advertisement
28,show up existing ads page:Existing ads list,Manage Advertisement,boundary,AdditionalInfo
29,Manage ads link:show up existing ads page,Manage Advertisement,control,Advertisement
30,Update ad description:Redirect to connection list,Manage Advertisement,boundary,Connection
31,Save added Ad:ads,Manage Advertisement,entity,Admin
32,Show Ad detail page:ads,Manage Advertisement,entity,Admin
33,Update ad description:ads,Manage Advertisement,entity,Admin
34,show up existing ads page:ads,Manage Advertisement,entity,Admin
35,stl#User:Ad add page,Manage Advertisement,Stimulus,undefined
36,stl#User:Ad management panel,Manage Advertisement,Stimulus,undefined
37,stl#User:Delete confirmation dialog,Manage Advertisement,Stimulus,undefined
38,stl#User:Manage ads link,Manage Advertisement,Stimulus,undefined
39,stl#User:Invalid input information,Manage Advertisement,Stimulus,undefined
40,stl#User:Existing ads list,Manage Advertisement,Stimulus,undefined
41,stl#User:Ad detail page,Manage Advertisement,Stimulus,undefined
