id,element,useCase,type,component
1,User:"Add Case Studies" button,add case studies,control,Casestudydb
2,User:"case study" form,add case studies,control,Casestudydb
3,User:upload fail message,add case studies,control,pdfformatisnotvalidmessage
4,User:Success message,add case studies,control,pdfformatisnotvalidmessage
5,"Add Case Studies" button:Show "Case Study" form,add case studies,control,Casestudydb
6,Show "Case Study" form:"Add Case Studies" button,add case studies,control,Casestudydb
7,upload file:"case study" form,add case studies,control,Casestudydb
8,Create a new record of case study in db:Case study db,add case studies,control,Casestudydb
9,Create a new record of case study in db:Success message,add case studies,control,pdfformatisnotvalidmessage
10,upload file:Create a new record of case study in db,add case studies,control,Casestudydb
11,Show "Case Study" form:upload file,add case studies,boundary,uploadfile
12,upload file:upload fail message,add case studies,boundary,uploadfile
13,stl#User:"Add Case Studies" button,add case studies,Stimulus,undefined
14,stl#User:"case study" form,add case studies,Stimulus,undefined
15,stl#User:upload fail message,add case studies,Stimulus,undefined
16,stl#User:Success message,add case studies,Stimulus,undefined
