id,transaction,useCase,transaction_length, boundry_num, control_num, entity_num, actor_num
1,stl#User:success message-->User:success message,add system user,2,1,0,0,0
2,stl#User:add user profile page-->User:add user profile page-->add user profile page:check correctness of the data-->check correctness of the data:add new user to the db-->add new user to the db:user info,add system user,5,1,1,2,0
3,stl#User:add user profile page-->User:add user profile page-->add user profile page:check correctness of the data-->check correctness of the data:add new user to the db-->add new user to the db:success message,add system user,5,2,1,1,0
4,stl#User:add user profile page-->User:add user profile page-->add user profile page:check correctness of the data-->check correctness of the data:user info,add system user,4,0,1,2,0
5,stl#User:add user profile page-->User:add user profile page-->add user profile page:check correctness of the data-->check correctness of the data:not appropriate message,add system user,4,1,1,1,0
6,stl#User:add new user-->User:add new user-->add new user:show empty user profile-->show empty user profile:add user profile page-->add user profile page:check correctness of the data-->check correctness of the data:add new user to the db-->add new user to the db:user info,add system user,7,2,1,3,0
7,stl#User:add new user-->User:add new user-->add new user:show empty user profile-->show empty user profile:add user profile page-->add user profile page:check correctness of the data-->check correctness of the data:add new user to the db-->add new user to the db:success message,add system user,7,3,1,2,0
8,stl#User:add new user-->User:add new user-->add new user:show empty user profile-->show empty user profile:add user profile page-->add user profile page:check correctness of the data-->check correctness of the data:user info,add system user,6,1,1,3,0
9,stl#User:add new user-->User:add new user-->add new user:show empty user profile-->show empty user profile:add user profile page-->add user profile page:check correctness of the data-->check correctness of the data:not appropriate message,add system user,6,2,1,2,0
10,stl#User:not appropriate message-->User:not appropriate message,add system user,2,1,0,0,0
