id,element,useCase,type,component
1,Taker:stop info,View a particular stop,boundary,Stop
2,Taker:empty map view,View a particular stop,boundary,emptymapview
3,Taker:list of stops,View a particular stop,boundary,Stop
4,check internet connection:tour info,View a particular stop,entity,Tour
5,check internet connection:empty map view,View a particular stop,boundary,emptymapview
6,retrieve tour:check internet connection,View a particular stop,control,checkloginInfo
7,retrieve tour:empty map view,View a particular stop,boundary,emptymapview
8,list of stops:retrieve tour,View a particular stop,entity,Tour
9,retrieve tour:stop info,View a particular stop,boundary,Stop
10,retrieve tour:tour info,View a particular stop,entity,Tour
11,stl#Taker:stop info,View a particular stop,Stimulus,undefined
12,stl#Taker:empty map view,View a particular stop,Stimulus,undefined
13,stl#Taker:list of stops,View a particular stop,Stimulus,undefined
