NUM,UC,Tran_Num,Activity_Num,Actor_Num,Component_num,Boundary_Num,Control_Num,Entity_Num,EI,EQ,INT,DM,CTRL,EXTIVK,EXTCLL,TRAN_NA,NT,Avg_TL,Avg_TD, Avg_TC, Avg_DETs, Arch_Diff,EI,EO,EQ,FN,NI,NE,EXT,ERY,RED,WRT,SWTI,SWTII,SWTIII
1,Apply,7,20,0,15,4,11,0,0,0,1,0,3,0,1,4,3,10.666666666666666,2.76,8.333333333333334,0.6666666666666666,29.439999999999998,0,0,26,7,7,7,7,7,7,7,7.1036,8.9632,8.452599999999999
2,Approve Hire,6,15,0,12,3,8,1,0,0,4,0,5,0,4,1,5,6,3.8333333333333335,4.8,2,23,0,0,24,6,6,6,6,6,6,6,6.0888,14.2319,9.6798
3,Create Account,8,15,0,12,7,5,0,0,0,1,0,1,0,1,7,1,36,2.2142857142857144,28,4,79.71428571428572,0,0,28,8,8,8,8,8,8,8,8.1184,10.0372,9.619399999999999
4,Create Employee Account,8,17,0,14,9,3,2,0,0,1,0,1,0,1,7,1,42,2.1470588235294117,34,6,90.17647058823529,0,0,26,8,8,8,8,8,8,8,8.1184,13.6448,10.464899999999998
5,Create Posting,13,16,0,13,4,7,2,2,0,3,2,6,0,5,7,6,12.833333333333334,3.0625,10.666666666666666,2.6666666666666665,39.302083333333336,0,0,48,13,13,13,13,13,13,13,13.192399999999996,31.252800000000004,20.7299
6,Create reports,5,11,0,8,3,4,1,1,0,2,1,3,0,3,2,3,6.666666666666667,2.3333333333333335,5,1.3333333333333333,15.555555555555557,0,0,16,5,5,5,5,5,5,5,5.074,5.5734,5.928999999999999
7,Delete Employee Account,7,13,0,10,3,3,4,1,0,1,1,2,0,2,5,2,16.5,3.5384615384615383,13,3,58.38461538461538,0,0,22,7,7,7,7,7,7,7,7.1036,13.469999999999999,10.0011
8,Delete Posting,4,9,0,7,2,4,1,1,0,2,1,4,0,3,0,4,4.5,1.7142857142857142,3.5,2.5,7.7142857142857135,0,0,18,4,4,4,4,4,4,4,4.0592,5.4361,4.809699999999999
9,Edit Application Status,7,19,0,14,7,7,0,0,0,3,0,3,0,3,4,3,10,2.782608695652174,7.666666666666667,3,27.82608695652174,0,0,24,7,7,7,7,7,7,7,7.1036,10.7349,8.5001
10,Edit Posting,13,28,0,22,8,12,2,3,0,5,3,9,0,8,4,9,7.333333333333333,2.943396226415094,5.888888888888889,1.7777777777777777,21.584905660377355,0,0,48,13,13,13,13,13,13,13,13.192399999999996,26.847699999999996,17.3819
11,Edit User Profile,5,11,0,8,4,3,1,0,0,1,0,1,0,1,4,1,20,2,15,4,40,0,0,16,5,5,5,5,5,5,5,5.074,5.5733999999999995,5.929
12,Login,3,8,0,6,5,1,0,0,0,1,0,1,0,1,2,1,13,2.8,10,2,36.4,0,0,10,3,3,3,3,3,3,3,3.0443999999999996,4.3621,3.6429
13,Logout,3,9,0,7,5,2,0,0,0,1,0,1,0,1,2,1,15,2.5,12,6,37.5,0,0,16,3,3,3,3,3,3,3,3.0443999999999996,6.1979999999999995,4.4409
14,Retrieve Password,10,14,0,11,4,6,1,1,0,3,1,5,0,4,5,5,10.6,3.813953488372093,8.6,2.4,40.42790697674418,0,0,33,10,10,10,10,10,10,10,10.147999999999998,27.4784,18.886499999999998
15,Schedule Interview,7,14,0,10,3,7,0,0,0,3,0,5,0,3,2,5,6,7.260869565217392,4.6,1,43.56521739130435,0,0,24,7,7,7,7,7,7,7,7.1036,24.493999999999996,16.4486
16,Use Case1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,Use Case2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,View Applications,3,10,0,7,3,4,0,0,0,2,0,2,0,2,1,2,6,3.5555555555555554,4.5,1,21.333333333333332,0,0,10,3,3,3,3,3,3,3,3.0443999999999996,5.0954,4.3934
19,View Job Postings,4,9,0,7,5,2,0,0,0,1,0,1,0,1,3,1,17,2.076923076923077,13,8,35.307692307692314,0,0,17,4,4,4,4,4,4,4,4.0592,5.3344,4.7622
20,View User Profile,4,9,0,7,3,4,0,0,0,3,0,4,0,3,0,4,4.25,3.3076923076923075,3.25,0.5,14.057692307692307,0,0,14,4,4,4,4,4,4,4,4.0592,6.437,4.7622
21,Use Case1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
