id,path,functional,transactional,path_length, boundry_num, control_num, entity_num, actor_num, diagram,useCase
1,User->Account create page->validate input information->save user account->account,EI,CTRL|DM|EI,5,undefined,2,1,1,Create a new account,Create a new account
2,User->Account create page->validate input information->save user account->user profile page,EQ,CTRL|INT,5,undefined,2,0,1,Create a new account,Create a new account
3,User->Account create page->validate input information->invalid input information,EQ,CTRL|INT,4,undefined,1,0,1,Create a new account,Create a new account
