id,transaction,useCase,transactional,TL, DETs, TD, TC, Arch_Diff
1,stl#User:view photo->User:view photo->view photo:upload->upload:upload choice,View photos on device,TRAN_NA,4,3,NaN,undefined,NaN
2,stl#User:upload choice->User:upload choice,View photos on device,CTRL;EXTCLL;INT,2,1,NaN,undefined,NaN
3,stl#User:camera roll->User:camera roll->camera roll:choose a photo->choose a photo:view photo->view photo:upload->upload:upload choice,View photos on device,TRAN_NA,6,5,NaN,undefined,NaN
4,stl#Actor:view photo->Actor:view photo->view photo:upload->upload:upload choice,View photos on device,TRAN_NA,4,3,NaN,undefined,NaN
5,stl#Actor:upload choice->Actor:upload choice,View photos on device,CTRL;EXTCLL;INT,2,1,NaN,undefined,NaN
6,stl#Actor:camera roll->Actor:camera roll->camera roll:choose a photo->choose a photo:view photo->view photo:upload->upload:upload choice,View photos on device,TRAN_NA,6,5,NaN,undefined,NaN
7,stl#Actor:my photos screen->Actor:my photos screen->my photos screen:process request->process request:local photos->local photos:get photos successfully->get photos successfully:camera roll->camera roll:choose a photo->choose a photo:view photo->view photo:upload->upload:upload choice,View photos on device,TRAN_NA,10,9,NaN,undefined,NaN
8,stl#Actor:my photos screen->Actor:my photos screen->my photos screen:process request->process request:local photos->local photos:Can't access local photos->Can't access local photos:my photos screen->my photos screen:process request,View photos on device,TRAN_NA,7,6,NaN,undefined,NaN
