id,element,useCase,type,component
1,User:profile edit page,Update his/her profile,boundary,errorwhensavingprofile
2,User:error when saving profile,Update his/her profile,boundary,errorwhensavingprofile
3,User:view profile button,Update his/her profile,boundary,errorwhensavingprofile
4,User:profile is updated feedback,Update his/her profile,boundary,errorwhensavingprofile
5,User:profile detail page,Update his/her profile,boundary,errorwhensavingprofile
6,save edited profile:error when saving profile,Update his/her profile,boundary,errorwhensavingprofile
7,save edited profile:like,Update his/her profile,boundary,likepostbutton
8,load user profile:profile,Update his/her profile,boundary,errorwhensavingprofile
9,profile detail page:load user profile,Update his/her profile,boundary,errorwhensavingprofile
10,view profile button:load user profile,Update his/her profile,boundary,errorwhensavingprofile
11,save edited profile:profile,Update his/her profile,boundary,errorwhensavingprofile
12,profile detail page:redirect to edit page,Update his/her profile,control,Forumpage
13,redirect to profile page:profile detail page,Update his/her profile,boundary,errorwhensavingprofile
14,profile edit page:save edited profile,Update his/her profile,boundary,errorwhensavingprofile
15,redirect to edit page:profile edit page,Update his/her profile,boundary,errorwhensavingprofile
16,profile is updated feedback:redirect to profile page,Update his/her profile,boundary,errorwhensavingprofile
17,save edited profile:profile is updated feedback,Update his/her profile,boundary,errorwhensavingprofile
18,stl#User:profile edit page,Update his/her profile,Stimulus,undefined
19,stl#User:error when saving profile,Update his/her profile,Stimulus,undefined
20,stl#User:view profile button,Update his/her profile,Stimulus,undefined
21,stl#User:profile is updated feedback,Update his/her profile,Stimulus,undefined
22,stl#User:profile detail page,Update his/her profile,Stimulus,undefined
