id,transaction,useCase,transactional,TL, DETs, TD, TC, Arch_Diff
1,stl#User:Homepage-->User:Homepage,Add tasks in ttBox,CTRL;EXTCLL;INT,2,0,3,1,6
2,stl#User:enters upto 5 tasks page-->User:enters upto 5 tasks page-->enters upto 5 tasks page:entered tasks will be displayed in the ttBox -->entered tasks will be displayed in the ttBox :user will be prompted to enter sacrifices-->user will be prompted to enter sacrifices:Task db,Add tasks in ttBox,CTRL;EXTCLL;DM;EI,5,1,4.25,4,21.25
3,stl#User:enters upto 5 tasks page-->User:enters upto 5 tasks page-->enters upto 5 tasks page:entered tasks will be displayed in the ttBox -->entered tasks will be displayed in the ttBox :user will be prompted to enter sacrifices-->user will be prompted to enter sacrifices:Show confirmation-->Show confirmation:enters upto 5 tasks page-->enters upto 5 tasks page:entered tasks will be displayed in the ttBox ,Add tasks in ttBox,CTRL,7,1,4.333333333333333,6,30.333333333333332
4,stl#User:enters upto 5 tasks page-->User:enters upto 5 tasks page-->enters upto 5 tasks page:entered tasks will be displayed in the ttBox -->entered tasks will be displayed in the ttBox :user will be prompted to enter sacrifices-->user will be prompted to enter sacrifices:Show confirmation-->Show confirmation:Task db,Add tasks in ttBox,CTRL;EXTCLL;DM;EI,6,2,3.6,5,21.6
5,stl#User:enters upto 5 tasks page-->User:enters upto 5 tasks page-->enters upto 5 tasks page:entered tasks will be displayed in the ttBox -->entered tasks will be displayed in the ttBox :user will be prompted to enter sacrifices-->user will be prompted to enter sacrifices:Show confirmation-->Show confirmation:Homepage,Add tasks in ttBox,CTRL;EXTCLL;INT,6,1,3.8,5,22.799999999999997
6,stl#User:enters upto 5 tasks page-->User:enters upto 5 tasks page-->enters upto 5 tasks page:entered tasks will be displayed in the ttBox -->entered tasks will be displayed in the ttBox :user will be prompted to enter sacrifices-->user will be prompted to enter sacrifices:Homepage,Add tasks in ttBox,CTRL;EXTCLL;INT,5,1,4.5,4,22.5
