id,element,NOCH,DIT,CBO,NUMS,NCI,NCIF
1,Editstudentprofie,undefined,undefined,undefined,undefined,undefined,undefined
2,Homepage,undefined,undefined,undefined,undefined,undefined,undefined
3,Database,undefined,undefined,undefined,undefined,undefined,undefined
4,Dialogueboxprompts,undefined,undefined,undefined,undefined,undefined,undefined
5,Deletecustormer,undefined,undefined,undefined,undefined,undefined,undefined
6,Displayconfirmation,undefined,undefined,undefined,undefined,undefined,undefined
7,Buybutton,undefined,undefined,undefined,undefined,undefined,undefined
8,Object1,undefined,undefined,undefined,undefined,undefined,undefined
