id,element,type,outboundDegree,inboundDegree,diagram,useCase
1,Home page,boundary,0,2,Logout,Logout,
2,Clear user session,control,1,1,Logout,Logout,
3,Logout button,boundary,1,1,Logout,Logout,
4,Language Learner,actor,2,0,Logout,Logout,
