id,element,useCase,type,component
1,administrator:same school and name message,modify a shcool name,boundary,successmessage
2,administrator:school list page,modify a shcool name,boundary,questionlist
3,administrator:success message,modify a shcool name,boundary,successmessage
4,display error message for same name and address:same school and name message,modify a shcool name,boundary,successmessage
5,retrieve school information from db:display error message for same name and address,modify a shcool name,entity,executefeaturenaanddisplaycategories
6,retrieve school information from db:school informaiton,modify a shcool name,entity,administrator
7,retrieve school information from db:update the school and address,modify a shcool name,entity,executefeaturenaanddisplaycategories
8,school list page:retrieve school information from db,modify a shcool name,entity,administrator
9,update the school and address:school informaiton,modify a shcool name,entity,administrator
10,update the school and address:success message,modify a shcool name,boundary,successmessage
11,stl#administrator:same school and name message,modify a shcool name,Stimulus,undefined
12,stl#administrator:school list page,modify a shcool name,Stimulus,undefined
13,stl#administrator:success message,modify a shcool name,Stimulus,undefined
