id,path,transactional,path_length,diagram,useCase
1,Administrator->Meeting list->export meeting->pdf,CTRL,4,Generate log,Generate log
2,Administrator->Meeting list->export meeting->pdf,DM,4,Generate log,Generate log
3,Administrator->Meeting list->export meeting->pdf,EI,4,Generate log,Generate log
4,Administrator->Meeting list->export meeting->meetings,CTRL,4,Generate log,Generate log
5,Administrator->Meeting list->export meeting->meetings,DM,4,Generate log,Generate log
6,Administrator->Meeting list->export meeting->meetings,EI,4,Generate log,Generate log
7,Administrator->generate meeting log->query meetings by project->meetings,CTRL,4,Generate log,Generate log
8,Administrator->generate meeting log->query meetings by project->meetings,DM,4,Generate log,Generate log
9,Administrator->generate meeting log->query meetings by project->meetings,EI,4,Generate log,Generate log
10,Administrator->generate meeting log->query meetings by project->Meeting list,CTRL,4,Generate log,Generate log
11,Administrator->generate meeting log->query meetings by project->Meeting list,INT,4,Generate log,Generate log
12,Administrator->generate meeting log->query meetings by project->no meeting error page,CTRL,4,Generate log,Generate log
13,Administrator->generate meeting log->query meetings by project->no meeting error page,INT,4,Generate log,Generate log
