id,element,useCase,type,component
1,User:"start a new sphere" page,add categories,boundary,EditSphereView
2,User:sector label of the questions is updated,add categories,control,QuestionModel
3,User:"create sectors and nodes" page with fields of nodes,add categories,control,CreateSphereView
4,"create sectors and nodes" page with fields of nodes:update questions into database,add categories,control,DatabaseAdapter
5,display "create sectors and nodes" page:"create sectors and nodes" page with fields of nodes,add categories,control,CreateSphereView
6,"start a new sphere" page:display "create sectors and nodes" page,add categories,control,CreateFormTemplateView
7,update questions into database:sector label of the questions is updated,add categories,control,QuestionModel
8,update questions into database:sphere,add categories,entity,SphereModel
9,stl#User:"start a new sphere" page,add categories,Stimulus,undefined
10,stl#User:sector label of the questions is updated,add categories,Stimulus,undefined
11,stl#User:"create sectors and nodes" page with fields of nodes,add categories,Stimulus,undefined
