id,transaction,useCase,transaction_length, boundry_num, control_num, entity_num, actor_num
1,stl#Check message box with one learner->Check message box with one learner,Send Messages to Other Language Learner,2,1,0,0,0
2,stl#Send message to other learner->Send message to other learner->Validate_access_token()->Validate_access_token()->response->response->call_message_receive_api()->validate_data()->validate_request()->call_message_api()->callect_target_user_message->Validate_data()->result message list->Update_message_table()->Update_result->result message list->Api call status->display message list,Send Messages to Other Language Learner,18,12,2,2,1
3,stl#Language learner:type message content->Language learner:type message content,Send Messages to Other Language Learner,2,1,0,0,0
4,stl#Language learner:successfully sent page->Language learner:successfully sent page,Send Messages to Other Language Learner,2,1,0,0,0
5,stl#Language learner:successful message->Language learner:successful message,Send Messages to Other Language Learner,2,1,0,0,0
6,stl#Language learner:send button->Language learner:send button->send button:check message is not empty->check message is not empty:"please fill in the content" page,Send Messages to Other Language Learner,4,3,0,0,0
7,stl#Language learner:send button->Language learner:send button->send button:check message is not empty->check message is not empty:save message into database->save message into database:message,Send Messages to Other Language Learner,5,4,0,0,0
8,stl#Language learner:send button->Language learner:send button->send button:check message is not empty->check message is not empty:save message into database->save message into database:successful message,Send Messages to Other Language Learner,5,4,0,0,0
9,stl#Language learner:send button->Language learner:send button->send button:check message is not empty->check message is not empty:save message into database->save message into database:successfully sent page,Send Messages to Other Language Learner,5,4,0,0,0
10,stl#Language learner:send message button->Language learner:send message button->send message button:display send message page->display send message page:type message content,Send Messages to Other Language Learner,4,3,0,0,0
11,stl#Language learner:"please fill in the content" page->Language learner:"please fill in the content" page,Send Messages to Other Language Learner,2,1,0,0,0
12,stl#Language learner:profile page of other language larner->Language learner:profile page of other language larner,Send Messages to Other Language Learner,2,0,1,0,0
