id,transaction,useCase,transactional,TL, DETs, TD, TC, Arch_Diff
1,stl#Language learner:profile page of other language larner->Language learner:profile page of other language larner,Send Messages to Other Language Learner,CTRL,2,0,1,1,2
2,stl#Language learner:"please fill in the content" page->Language learner:"please fill in the content" page,Send Messages to Other Language Learner,CTRL;EXTCLL;INT,2,0,2,1,4
3,stl#Language learner:send message button->Language learner:send message button->send message button:display send message page->display send message page:type message content,Send Messages to Other Language Learner,TRAN_NA,4,1,22,3,88
4,stl#Language learner:send button->Language learner:send button->send button:check message is not empty->check message is not empty:save message into database->save message into database:successfully sent page,Send Messages to Other Language Learner,TRAN_NA,5,2,11.75,4,58.75
5,stl#Language learner:send button->Language learner:send button->send button:check message is not empty->check message is not empty:save message into database->save message into database:successful message,Send Messages to Other Language Learner,TRAN_NA,5,2,16.75,4,83.75
6,stl#Language learner:send button->Language learner:send button->send button:check message is not empty->check message is not empty:save message into database->save message into database:message,Send Messages to Other Language Learner,TRAN_NA,5,2,16.75,4,83.75
7,stl#Language learner:send button->Language learner:send button->send button:check message is not empty->check message is not empty:"please fill in the content" page,Send Messages to Other Language Learner,TRAN_NA,4,2,8.333333333333334,3,33.333333333333336
8,stl#Language learner:successful message->Language learner:successful message,Send Messages to Other Language Learner,CTRL;EXTCLL;INT,2,1,22,1,44
9,stl#Language learner:successfully sent page->Language learner:successfully sent page,Send Messages to Other Language Learner,CTRL;EXTCLL;INT,2,1,2,1,4
10,stl#Language learner:type message content->Language learner:type message content,Send Messages to Other Language Learner,CTRL;EXTCLL;INT,2,1,22,1,44
11,stl#Send message to other learner->Send message to other learner->Validate_access_token()->Validate_access_token()->response->response->call_message_receive_api()->validate_data()->validate_request()->call_message_api()->callect_target_user_message->Validate_data()->result message list->Update_message_table()->Update_result->result message list->Api call status->display message list,Send Messages to Other Language Learner,TRAN_NA,18,14,16.058823529411764,17,289.05882352941177
12,stl#Check message box with one learner->Check message box with one learner,Send Messages to Other Language Learner,CTRL;EXTCLL;INT,2,1,22,1,44
