id,path,functional,transactional,path_length,diagram,useCase
1,Traveler->Trip plan selection page->Place Controller->Empty list prompting box,EQ,CTRL|INT,undefined,Manage subscription,Manage subscription
2,Traveler->Trip plan selection page->Place Controller->Error controller->Error prompting box,EQ,CTRL|INT,undefined,Manage subscription,Manage subscription
3,Traveler->Trip plan selection page->Place Controller->Place,EI,CTRL|DM|EI,undefined,Manage subscription,Manage subscription
4,Traveler->Trip plan selection page->Place Controller->Place list page,EQ,CTRL|INT,undefined,Manage subscription,Manage subscription
