id,element,useCase,type,outboundDegree,inboundDegree
1,User:The heart icon on picture,Unlike Picture,0,undefined,undefined
2,User:Total Number of Likes,Unlike Picture,0,undefined,undefined
3,remove the user liking information:Like Information,Unlike Picture,0,undefined,undefined
4,The heart icon on picture:remove the user liking information,Unlike Picture,0,undefined,undefined
5,remove the user liking information:Total Number of Likes,Unlike Picture,0,undefined,undefined
6,stl#User:The heart icon on picture,Unlike Picture,0,undefined,undefined
7,stl#User:Total Number of Likes,Unlike Picture,0,undefined,undefined
