id,element,useCase,type,component
1,Admin:View user registration info,Signup,control,UserInfo
2,User:Notification of unsuccessful registration,Signup,entity,Status Notification
3,User:Invalid information,Signup,control,UserInfo
4,User:sign up page,Signup,entity,approvesignupscreen
5,User:User info already created,Signup,control,UserInfo
6,User:Login Page,Signup,boundary,Meeting Log
7,User:notification of successful registration,Signup,entity,Status Notification
8,Display error message:Invalid information,Signup,control,UserInfo
9,save user info for admin:Display error message,Signup,control,Displayerrormessage
10,Login Page:open sign up page,Signup,entity,approvesignupscreen
11,save user info for admin:Notification of unsuccessful registration,Signup,entity,Status Notification
12,save user info for admin:User info already created,Signup,control,UserInfo
13,View user registration info:approve user registration,Signup,entity,approvesignupscreen
14,save user info for admin:View user registration info,Signup,control,UserInfo
15,approve user registration:user info,Signup,control,UserInfo
16,save user info for admin:notification of successful registration,Signup,entity,Status Notification
17,open sign up page:sign up page,Signup,entity,approvesignupscreen
18,save user info for admin:user info,Signup,control,UserInfo
19,select admin option:save user info for admin,Signup,control,UserInfo
20,sign up page:save user info for admin,Signup,control,UserInfo
21,sign up page:select admin option,Signup,control,Meeting Minute
22,stl#Admin:View user registration info,Signup,Stimulus,undefined
23,stl#User:Notification of unsuccessful registration,Signup,Stimulus,undefined
24,stl#User:Invalid information,Signup,Stimulus,undefined
25,stl#User:sign up page,Signup,Stimulus,undefined
26,stl#User:User info already created,Signup,Stimulus,undefined
27,stl#User:Login Page,Signup,Stimulus,undefined
28,stl#User:notification of successful registration,Signup,Stimulus,undefined
