id,element,type,outboundDegree,inboundDegree,diagram,useCase
1,List of Events,boundary,0,2,Search Events,Search Events,
2,Event,entity,0,1,Search Events,Search Events,
3,Search events by name,control,2,1,Search Events,Search Events,
4,Search box of events,boundary,1,1,Search Events,Search Events,
5,User,actor,2,0,Search Events,Search Events,
