id,path,functional,transactional,path_length,diagram,useCase
1,User->open file button->display file selector->File selector,EQ,CTRL|INT,undefined,New/Open File,New/Open File
2,User->File selector->open file->file,EI,CTRL|DM|EI,undefined,New/Open File,New/Open File
3,User->New file button->create new file->file,EI,CTRL|DM|EI,undefined,New/Open File,New/Open File
