id,path,functional,transactional,path_length, boundry_num, control_num, entity_num, actor_num, diagram,useCase
1,customer->comment and concerns panel->save comments/concerns->successful communication message,EQ,CTRL|INT,4,undefined,1,0,1,Private message,Private message
2,customer->comment and concerns panel->save comments/concerns->message,EI,CTRL|DM|EI,4,undefined,1,1,1,Private message,Private message
3,customer->chat button->display chat panel->comment and concerns panel,EQ,CTRL|INT,4,undefined,1,0,1,Private message,Private message
