id,path,functional,transactional,path_length, boundry_num, control_num, entity_num, actor_num, diagram,useCase
1,User->The heart icon on picture->remove the user liking information->Like Information,EI,CTRL|DM|EI,4,undefined,1,1,1,Unlike Picture,Unlike Picture
2,User->The heart icon on picture->remove the user liking information->Total Number of Likes,EQ,CTRL|INT,4,undefined,1,0,1,Unlike Picture,Unlike Picture
